"CD_NOM","LB_NOM"
82060,"Amaryllis belladonna"
189033,"Amblyodon"
4962,"Amblyodon dealbatus"
189034,"Amblyopyrum"
161986,"Amblyopyrum muticum"
187163,"Amblystegiaceae"
189035,"Amblystegium"
791722,"Amblystegium arvernense"
5446,"Amblystegium serpens"
593968,"Amborellales"
189037,"Ambrosia"
82080,"Ambrosia artemisiifolia"
610847,"Ambrosia psilostachya"
82092,"Ambrosia tenuifolia"
82093,"Ambrosia trifida"
948053,"Ambrosia x helenae"
920140,"Ambrosiinae"
189038,"Ambrosina"
82095,"Ambrosina bassii"
1028990,"Ambrosineae"
189040,"Amelanchier"
160480,"Amelanchier canadensis"
82101,"Amelanchier lamarckii"
82103,"Amelanchier ovalis"
131308,"Amelanchier ovalis subsp. ovalis"
162649,"Amelanchier spicata"
788763,"Amelichloa"
788852,"Amelichloa ambigua"
788853,"Amelichloa brachychaeta"
788854,"Amelichloa caudata"
1030409,"Amentotaxeae"
189047,"Ammannia"
82120,"Ammannia coccinea"
160299,"Ammannia robusta"
189048,"Ammi"
82130,"Ammi majus"
189050,"Ammochloa"
82134,"Ammochloa pungens"
973691,"Ammochloinae"
189052,"Ammoides"
82136,"Ammoides pusilla"
189055,"Ammophila"
82139,"Ammophila arenaria"
131313,"Ammophila arenaria subsp. arenaria"
131314,"Ammophila arenaria subsp. arundinacea"
82146,"Amomyrtus luma"
189061,"Amorpha"
82164,"Amorpha fruticosa"
844383,"Amorpheae"
888835,"Ampelodesmeae"
189065,"Ampelodesmos"
82173,"Ampelodesmos mauritanicus"
968946,"Amphidiaceae"
189073,"Amphidium"
5008,"Amphidium lapponicum"
5009,"Amphidium mougeotii"
349580,"Amphiroa"
365423,"Amphiroa beauvoisii"
365424,"Amphiroa cryptarthrodia"
365422,"Amphiroa fragilissima"
713035,"Amphiroa kuetzingiana"
72464,"Amphiroa rigida"
914088,"Amphiroeae"
189096,"Amsinckia"
788797,"Amsinckia calycina"
82194,"Amsinckia lycopsoides"
1025506,"Amsinckiinae"
974607,"Amygdaleae"
974496,"Amygdaloideae"
189109,"Anacamptis"
82282,"Anacamptis coriophora"
162132,"Anacamptis coriophora subsp. coriophora"
611338,"Anacamptis coriophora subsp. coriophora x Neotinea lactea"
162133,"Anacamptis coriophora subsp. martrinii"
717075,"Anacamptis fragrans"
610694,"Anacamptis fragrans x Anacamptis morio"
610700,"Anacamptis fragrans x Anacamptis palustris"
82283,"Anacamptis laxiflora"
610691,"Anacamptis laxiflora x Anacamptis morio subsp. picta"
611330,"Anacamptis laxiflora x Dactylorhiza brennensis"
611329,"Anacamptis laxiflora x Dactylorhiza elata subsp. sesquipedalis"
611326,"Anacamptis laxiflora x Orchis mascula"
611347,"Anacamptis laxiflora x Serapias vomeracea"
82285,"Anacamptis morio"
719215,"Anacamptis morio subsp. champagneuxii"
719216,"Anacamptis morio subsp. longicornu"
610690,"Anacamptis morio subsp. longicornu x Anacamptis morio subsp. picta"
610692,"Anacamptis morio subsp. longicornu x Anacamptis papilionacea var. expansa"
719217,"Anacamptis morio subsp. morio"
626615,"Anacamptis morio subsp. picta"
611349,"Anacamptis morio subsp. picta x Serapias neglecta"
610693,"Anacamptis morio x Anacamptis papilionacea"
82286,"Anacamptis palustris"
611331,"Anacamptis palustris x Dactylorhiza traunsteineri subsp. traunsteineri"
82287,"Anacamptis papilionacea"
82288,"Anacamptis pyramidalis"
613137,"Anacamptis pyramidalis var. pyramidalis"
143482,"Anacamptis pyramidalis var. tanayensis"
162182,"Anacamptis x alata"
1002471,"Anacamptis x alatoides"
162183,"Anacamptis x albertii"
717076,"Anacamptis x bicknellii"
162191,"Anacamptis x bornemannii"
162192,"Anacamptis x cortesii"
608842,"Anacamptis x darcissii"
162225,"Anacamptis x duquesneyi"
610697,"Anacamptis x galloprovinciana"
162204,"Anacamptis x genevensis"
162252,"Anacamptis x gennarii"
162154,"Anacamptis x heraclea"
610698,"Anacamptis x heraclea x Anacamptis palustris"
162229,"Anacamptis x laniccae"
717077,"Anacamptis x larzacensis"
162185,"Anacamptis x lloydiana"
162168,"Anacamptis x menosii"
162186,"Anacamptis x nicodemii"
162187,"Anacamptis x olida"
162165,"Anacamptis x parvifolia"
610699,"Anacamptis x parvifolia x Anacamptis palustris"
162189,"Anacamptis x sarcidani"
162163,"Anacamptis x simorrensis"
162162,"Anacamptis x ticinensis"
162190,"Anacamptis x timbalii"
162230,"Anacamptis x vanlookenii"
162236,"Anacamptis x yvesii"
189110,"Anacamptodon"
5139,"Anacamptodon splachnoides"
627443,"Anacardiaceae"
894832,"Anacardioideae"
931714,"Anacharidoideae"
189113,"Anacolia"
4974,"Anacolia webbii"
189115,"Anacyclus"
82305,"Anacyclus clavatus"
610701,"Anacyclus homogamos"
610702,"Anacyclus monanthos"
719219,"Anacyclus monanthos subsp. cyrtolepidioides"
82315,"Anacyclus radiatus"
718304,"Anacyclus radiatus subsp. radiatus"
82318,"Anacyclus valentinus"
940565,"Anacyclus x bethuriae"
940548,"Anacyclus x malvesiensis"
351543,"Anadyomenaceae"
357377,"Anadyomene"
378189,"Anadyomene stellata"
189121,"Anagyris"
82350,"Anagyris foetida"
189123,"Anaphalis"
82353,"Anaphalis margaritacea"
189129,"Anarrhinum"
82356,"Anarrhinum bellidifolium"
82357,"Anarrhinum corsicum"
610704,"Anarrhinum laxiflorum"
189134,"Anastrepta"
6305,"Anastrepta orcadensis"
726227,"Anastrophyllaceae"
189135,"Anastrophyllum"
436581,"Anastrophyllum assimile"
189142,"Anchusa"
618756,"Anchusa azurea"
82376,"Anchusa crispa"
907646,"Anchusa crispa subsp. crispa"
907647,"Anchusa crispa subsp. valincoana"
82378,"Anchusa gmelinii"
82379,"Anchusa hybrida"
82390,"Anchusa ochroleuca"
82391,"Anchusa officinalis"
82398,"Anchusa procera"
82408,"Anchusa undulata"
996770,"Anchusa undulata subsp. granatensis"
82411,"Anchusa x tauschii"
189148,"Andrachne"
82414,"Andrachne telephioides"
189149,"Andreaea"
6825,"Andreaea alpestris"
6824,"Andreaea alpina"
6827,"Andreaea blyttii"
6828,"Andreaea crassinervia"
6830,"Andreaea frigida"
6831,"Andreaea heinemannii"
434529,"Andreaea heinemannii subsp. heinemannii"
913632,"Andreaea hookeri"
433966,"Andreaea mutabilis"
6832,"Andreaea nivalis"
6833,"Andreaea rothii"
434530,"Andreaea rothii subsp. falcata"
434531,"Andreaea rothii subsp. rothii"
6834,"Andreaea rupestris"
434532,"Andreaea rupestris var. papillosa"
434533,"Andreaea rupestris var. rupestris"
188373,"Andreaeaceae"
188364,"Andreaeales"
189153,"Andromeda"
82420,"Andromeda polifolia"
1008770,"Andromeda polifolia var. polifolia"
907448,"Andromedeae"
189154,"Andropogon"
82439,"Andropogon distachyos"
621297,"Andropogon gerardi"
610708,"Andropogon virginicus"
888765,"Andropogoneae"
888786,"Andropogoninae"
888754,"Andropogonodae"
189155,"Androsace"
82476,"Androsace adfinis"
967119,"Androsace albimontana"
82478,"Androsace alpina"
82483,"Androsace argentea"
82487,"Androsace brigantiaca"
82492,"Androsace chaixii"
82494,"Androsace ciliata"
82495,"Androsace cylindrica"
1017917,"Androsace delphinensis"
82498,"Androsace elongata"
82503,"Androsace halleri"
967149,"Androsace halleri subsp. halleri"
967148,"Androsace halleri subsp. nuria"
82504,"Androsace helvetica"
82509,"Androsace lactea"
82511,"Androsace laggeri"
82516,"Androsace maxima"
82519,"Androsace obtusifolia"
82528,"Androsace puberula"
82529,"Androsace pubescens"
82531,"Androsace pyrenaica"
82535,"Androsace septentrionalis"
1017918,"Androsace vesulensis"
82544,"Androsace villosa"
82545,"Androsace vitaliana"
82547,"Androsace x ebneri"
82549,"Androsace x heerii"
82550,"Androsace x hybrida"
189156,"Andryala"
966336,"Andryala cossyrensis"
82562,"Andryala integrifolia"
82571,"Andryala ragusina"
82582,"Andryala x brievaensis"
934415,"Anemonastrum"
82591,"Anemonastrum narcissiflorum"
965458,"Anemonastrum narcissiflorum subsp. narcissiflorum"
189160,"Anemone"
82598,"Anemone apennina"
82600,"Anemone baldensis"
610709,"Anemone blanda"
82607,"Anemone coronaria"
82623,"Anemone hortensis"
131396,"Anemone hortensis nothosubsp. fulgens"
131397,"Anemone hortensis subsp. hortensis"
131398,"Anemone hortensis subsp. pavonina"
82637,"Anemone nemorosa"
82642,"Anemone palmata"
82656,"Anemone ranunculoides"
82665,"Anemone sylvestris"
82666,"Anemone trifolia"
131412,"Anemone trifolia subsp. trifolia"
82679,"Anemone x lipsiensis"
82681,"Anemone x pittonii"
974960,"Anemoneae"
189163,"Anethum"
82692,"Anethum graveolens"
612391,"Anethum graveolens subsp. graveolens"
189165,"Aneura"
436548,"Aneura maxima"
786422,"Aneura mirabilis"
6251,"Aneura pinguis"
188419,"Aneuraceae"
189167,"Angelica"
82705,"Angelica archangelica"
131413,"Angelica archangelica subsp. archangelica"
610714,"Angelica atropurpurea"
610712,"Angelica gigas"
82715,"Angelica heterocarpa"
610711,"Angelica pachycarpa"
610713,"Angelica polymorpha"
82733,"Angelica razulii"
82738,"Angelica sylvestris"
612392,"Angelica sylvestris subsp. bernardae"
159536,"Angelica sylvestris subsp. sylvestris"
82742,"Angelica x mixta"
715586,"Anisantha"
82750,"Anisantha diandra"
82751,"Anisantha fasciculata"
718307,"Anisantha fasciculata subsp. fasciculata"
82753,"Anisantha madritensis"
610814,"Anisantha madritensis x Anisantha sterilis"
82755,"Anisantha rigida"
82756,"Anisantha rubens"
82757,"Anisantha sterilis"
82758,"Anisantha tectorum"
717083,"Anisantha x granatensis"
715619,"Anisosciadium"
717084,"Anisosciadium orientale"
189196,"Ankistrodesmus"
688008,"Ankistrodesmus arcuatus"
653316,"Ankistrodesmus bernardii"
73423,"Ankistrodesmus falcatus"
653315,"Ankistrodesmus fusiformis"
653318,"Ankyra"
653319,"Ankyra ancora"
653320,"Ankyra judayi"
957824,"Annesorhizeae"
189199,"Anoda"
82775,"Anoda cristata"
189201,"Anoectangium"
5314,"Anoectangium aestivum"
189202,"Anogramma"
82783,"Anogramma leptophylla"
189207,"Anomobryum"
5706,"Anomobryum concinnatum"
5705,"Anomobryum julaceum"
189208,"Anomodon"
5180,"Anomodon longifolius"
5182,"Anomodon rugelii"
434519,"Anomodon tristis"
5184,"Anomodon viticulosus"
188332,"Anomodontaceae"
354025,"Anotrichium"
369352,"Anotrichium barbatum"
369354,"Anotrichium furcellatum"
951847,"Anotrichium licmophorum"
445497,"Anredera"
446987,"Anredera cordifolia"
884102,"Anserineae"
189227,"Antennaria"
82794,"Antennaria carpatica"
718308,"Antennaria carpatica subsp. helvetica"
82796,"Antennaria dioica"
189231,"Anthelia"
6603,"Anthelia julacea"
6605,"Anthelia juratzkana"
188402,"Antheliaceae"
919471,"Anthemideae"
920217,"Anthemidinae"
189232,"Anthemis"
610723,"Anthemis alpestris"
82817,"Anthemis arvensis"
131419,"Anthemis arvensis subsp. arvensis"
131420,"Anthemis arvensis subsp. glabra"
131421,"Anthemis arvensis subsp. incrassata"
82821,"Anthemis austriaca"
82833,"Anthemis cotula"
82835,"Anthemis cretica"
131429,"Anthemis cretica subsp. columnae"
612395,"Anthemis cretica subsp. gerardiana"
131432,"Anthemis cretica subsp. saxatilis"
143566,"Anthemis cretica var. macrocephala"
718645,"Anthemis cretica var. saxatilis"
82856,"Anthemis maritima"
131434,"Anthemis maritima subsp. maritima"
610724,"Anthemis ruthenica"
610722,"Anthemis scariosa"
82880,"Anthemis secundiramea"
82885,"Anthemis tomentosa"
82889,"Anthemis x adulterina"
82890,"Anthemis x bollei"
888756,"Anthephorinae"
913704,"Anthericeae"
189234,"Anthericum"
82903,"Anthericum liliago"
82909,"Anthericum ramosum"
189240,"Anthoceros"
6809,"Anthoceros agrestis"
436693,"Anthoceros caucasicus"
7990,"Anthoceros punctatus"
188389,"Anthocerotaceae"
187107,"Anthocerotales"
597582,"Anthocerotidae"
973619,"Anthoxanthinae"
189250,"Anthoxanthum"
82914,"Anthoxanthum alpinum"
82916,"Anthoxanthum aristatum"
82922,"Anthoxanthum odoratum"
82923,"Anthoxanthum ovatum"
189255,"Anthriscus"
82931,"Anthriscus caucalis"
143623,"Anthriscus caucalis var. caucalis"
143624,"Anthriscus caucalis var. gymnocarpa"
82932,"Anthriscus cerefolium"
143625,"Anthriscus cerefolium var. cerefolium"
82943,"Anthriscus nitida"
82952,"Anthriscus sylvestris"
131456,"Anthriscus sylvestris subsp. alpina"
131460,"Anthriscus sylvestris subsp. sylvestris"
143632,"Anthriscus sylvestris var. alpina"
143634,"Anthriscus sylvestris var. angustisecta"
143635,"Anthriscus sylvestris var. latisecta"
143636,"Anthriscus sylvestris var. sylvestris"
143633,"Anthriscus sylvestris var. torquata"
189258,"Anthyllis"
82965,"Anthyllis barba-jovis"
717086,"Anthyllis circinnata"
82972,"Anthyllis cytisoides"
82979,"Anthyllis hermanniae"
82985,"Anthyllis montana"
131465,"Anthyllis montana subsp. montana"
82999,"Anthyllis vulneraria"
131467,"Anthyllis vulneraria subsp. alpestris"
131475,"Anthyllis vulneraria subsp. forondae"
612396,"Anthyllis vulneraria subsp. guyotii"
131489,"Anthyllis vulneraria subsp. rubriflora"
131493,"Anthyllis vulneraria subsp. vulneraria"
131494,"Anthyllis vulneraria subsp. vulnerarioides"
189263,"Antinoria"
83001,"Antinoria agrostidea"
131495,"Antinoria agrostidea subsp. agrostidea"
83002,"Antinoria insularis"
851790,"Antirrhineae"
189266,"Antirrhinum"
970142,"Antirrhinum barrelieri"
83055,"Antirrhinum latifolium"
1020887,"Antirrhinum latifolium x Antirrhinum majus var. majus"
83058,"Antirrhinum majus"
718646,"Antirrhinum majus var. majus"
1020882,"Antirrhinum majus var. pseudomajus"
718647,"Antirrhinum majus var. striatum"
83079,"Antirrhinum sempervirens"
83089,"Antirrhinum tortuosum"
83095,"Antirrhinum x dielsianum"
830026,"Antithamnieae"
349601,"Antithamnion"
365630,"Antithamnion amphigeneum"
365637,"Antithamnion antillanum"
72470,"Antithamnion cruciatum"
365635,"Antithamnion decipiens"
365634,"Antithamnion densum"
365632,"Antithamnion heterocladum"
781034,"Antithamnion hubbsii"
648357,"Antithamnion nipponicum"
365636,"Antithamnion piliferum"
945011,"Antithamnion sarniense"
365628,"Antithamnion tenuissimum"
365638,"Antithamnion villosum"
349602,"Antithamnionella"
365640,"Antithamnionella boergesenii"
365639,"Antithamnionella elegans"
365642,"Antithamnionella floccosa"
365641,"Antithamnionella spirographidis"
924614,"Antithamnionella sublittoralis"
528939,"Antithamnionella ternifolia"
189268,"Antitrichia"
5097,"Antitrichia californica"
5098,"Antitrichia curtipendula"
969030,"Antitrichiaceae"
189278,"Aongstroemia"
1036886,"Aongstroemia grevilleana"
4409,"Aongstroemia longipes"
1036888,"Aongstroemia schreberiana"
968949,"Aongstroemiaceae"
648613,"Apatococcus"
648614,"Apatococcus lobatus"
850709,"Apeibeae"
189283,"Apera"
83152,"Apera interrupta"
83156,"Apera spica-venti"
131507,"Apera spica-venti subsp. spica-venti"
189287,"Aphanes"
83159,"Aphanes arvensis"
83160,"Aphanes australis"
83162,"Aphanes cornucopioides"
83164,"Aphanes floribunda"
717087,"Aphanes microcarpa"
83167,"Aphanes minutiflora"
830316,"Aphanochaetaceae"
189293,"Aphanochaete"
73443,"Aphanochaete repens"
354595,"Aphanocladia"
370858,"Aphanocladia stichidiosa"
189318,"Aphyllanthes"
83171,"Aphyllanthes monspeliensis"
599242,"Aphyllanthoideae"
187226,"Apiaceae"
593924,"Apiales"
957825,"Apieae"
957822,"Apioideae"
189329,"Apios"
83177,"Apios americana"
189335,"Apium"
83195,"Apium graveolens"
187395,"Apocynaceae"
846464,"Apocyneae"
846430,"Apocynoideae"
967576,"Apocynum androsaemifolium"
967583,"Apocynum androsaemifolium subsp. androsaemifolium"
1012247,"Apocynum venetum"
524928,"Apoglosseae"
932471,"Apoglossocolax"
932473,"Apoglossocolax pusilla"
349658,"Apoglossum"
72481,"Apoglossum ruscifolium"
189349,"Aponogeton"
83232,"Aponogeton distachyos"
187454,"Aponogetonaceae"
886130,"Apopellia"
886138,"Apopellia endiviifolia"
189357,"Aposeris"
83234,"Aposeris foetida"
627442,"Aquifoliaceae"
593925,"Aquifoliales"
189373,"Aquilegia"
83240,"Aquilegia alpina"
83243,"Aquilegia atrata"
83245,"Aquilegia bernardi"
83250,"Aquilegia dumeticola"
83252,"Aquilegia hirsutissima"
83254,"Aquilegia litardierei"
83260,"Aquilegia pyrenaica"
83261,"Aquilegia reuteri"
83266,"Aquilegia viscosa"
83267,"Aquilegia vulgaris"
718210,"Aquilegia vulgaris subsp. subalpina"
131526,"Aquilegia vulgaris subsp. vulgaris"
83268,"Aquilegia x oenipontana"
189375,"Arabidopsis"
610746,"Arabidopsis arenosa"
612664,"Arabidopsis arenosa subsp. arenosa"
612663,"Arabidopsis arenosa subsp. borbasii"
717729,"Arabidopsis cebennensis"
610747,"Arabidopsis halleri"
612665,"Arabidopsis halleri subsp. halleri"
83272,"Arabidopsis thaliana"
189376,"Arabis"
83276,"Arabis allionii"
83279,"Arabis alpina"
83285,"Arabis auriculata"
83286,"Arabis bellidifolia"
131534,"Arabis bellidifolia subsp. stellulata"
83296,"Arabis caerulea"
83299,"Arabis caucasica"
83303,"Arabis ciliata"
83306,"Arabis collina"
718309,"Arabis collina subsp. collina"
131542,"Arabis collina subsp. rosea"
83332,"Arabis hirsuta"
610748,"Arabis hirsuta x Arabis planisiliqua"
83359,"Arabis nova"
610749,"Arabis parvula"
83375,"Arabis planisiliqua"
83398,"Arabis sagittata"
83402,"Arabis scabra"
608824,"Arabis serpillifolia"
83409,"Arabis soyeri"
131559,"Arabis soyeri subsp. soyeri"
131560,"Arabis soyeri subsp. subcoriacea"
83422,"Arabis verna"
83428,"Arabis x hybrida"
83429,"Arabis x intermedia"
83430,"Arabis x kotulae"
83432,"Arabis x palezieuxii"
83433,"Arabis x sabauda"
83434,"Arabis x subnivalis"
83435,"Arabis x thomasii"
187482,"Araceae"
611649,"Arachis hypogaea"
354571,"Arachnophyllum"
370811,"Arachnophyllum confervaceum"
187373,"Araliaceae"
957668,"Aralioideae"
189392,"Araucaria"
610750,"Araucaria angustifolia"
83465,"Araucaria araucana"
705873,"Araucaria bidwillii"
187209,"Araucariaceae"
599762,"Araucariales"
189393,"Araujia"
83469,"Araujia sericifera"
907380,"Arbutoideae"
189394,"Arbutus"
83472,"Arbutus andrachne"
83481,"Arbutus unedo"
83485,"Arbutus x andrachnoides"
189397,"Arceuthobium"
892223,"Arceuthobium gambyi"
83488,"Arceuthobium oxycedri"
188333,"Archidiaceae"
189400,"Archidium"
3892,"Archidium alternifolium"
792540,"Archidium alternifolium var. heribaudii"
919512,"Arctiinae"
189406,"Arctium"
83499,"Arctium lappa"
83502,"Arctium minus"
83503,"Arctium nemorosum"
83507,"Arctium tomentosum"
83509,"Arctium x ambiguum"
83513,"Arctium x cimbricum"
83515,"Arctium x maassii"
83516,"Arctium x mixtum"
83517,"Arctium x neumanii"
83519,"Arctium x nothum"
83521,"Arctium x scanicum"
189407,"Arctoa"
1018857,"Arctoa blyttii"
4411,"Arctoa fulvella"
1018858,"Arctoa starkei"
189414,"Arctostaphylos"
83525,"Arctostaphylos alpina"
83528,"Arctostaphylos uva-ursi"
189415,"Arctotheca"
83529,"Arctotheca calendula"
919429,"Arctotideae"
919696,"Arctotidinae"
892501,"Areae"
627445,"Arecaceae"
522799,"Arecales"
929893,"Arecoideae"
189424,"Arenaria"
83535,"Arenaria aggregata"
131577,"Arenaria aggregata subsp. aggregata"
83541,"Arenaria balearica"
83545,"Arenaria bertolonii"
83546,"Arenaria biflora"
83559,"Arenaria cerastioides"
83562,"Arenaria ciliata"
83563,"Arenaria cinerea"
83565,"Arenaria controversa"
83584,"Arenaria grandiflora"
131592,"Arenaria grandiflora subsp. grandiflora"
83588,"Arenaria hispida"
83596,"Arenaria leptoclados"
83598,"Arenaria ligericina"
610764,"Arenaria macrosepala"
83607,"Arenaria marschlinsii"
83615,"Arenaria modesta"
131600,"Arenaria modesta subsp. modesta"
83617,"Arenaria montana"
131601,"Arenaria montana subsp. montana"
83620,"Arenaria multicaulis"
1017285,"Arenaria multicaulis subsp. moehringioides"
1000141,"Arenaria multicaulis subsp. multicaulis"
610763,"Arenaria picta"
83636,"Arenaria provincialis"
83638,"Arenaria purpurascens"
717730,"Arenaria querioides"
83653,"Arenaria serpyllifolia"
189431,"Argemone"
83705,"Argemone mexicana"
715644,"Argentina"
83714,"Argentina anserina"
718310,"Argentina anserina subsp. anserina"
189442,"Argyranthemum"
83719,"Argyranthemum frutescens"
810873,"Argyranthemum frutescens subsp. frutescens"
189445,"Argyrolobium"
83722,"Argyrolobium zanonii"
189451,"Aria"
83732,"Aria edulis"
892509,"Arisareae"
923602,"Arisarum"
83755,"Arisarum vulgare"
715583,"Aristavena"
83756,"Aristavena setacea"
973672,"Aristaveninae"
189458,"Aristida"
83758,"Aristida adscensionis"
83771,"Aristida junciformis"
788794,"Aristida longespica"
888745,"Aristideae"
888744,"Aristidoideae"
189459,"Aristolochia"
83776,"Aristolochia altissima"
83777,"Aristolochia clematitis"
83778,"Aristolochia clusii"
995114,"Aristolochia clusii x Aristolochia paucinervis"
83787,"Aristolochia macrophylla"
83789,"Aristolochia pallida"
83790,"Aristolochia paucinervis"
83791,"Aristolochia pistolochia"
83793,"Aristolochia rotunda"
131626,"Aristolochia rotunda subsp. insularis"
131628,"Aristolochia rotunda subsp. rotunda"
