"CD_NOM","LB_NOM","TRIGRAMME"
884610,"Solanum sect. Lathyrocarpum","Solsec7"
884606,"Solanum sect. Leprophora","Solsec8"
721801,"Solanum sect. Lycopersicon","Solsec9"
884576,"Solanum sect. Melongena","Solsec10"
884566,"Solanum sect. Petota","Solsec11"
884563,"Solanum sect. Solanum","Solsec12"
884573,"Solanum sect. Torva","Solsec13"
124113,"Solanum sisymbriifolium","Solsis"
884637,"Solanum subg. Brevantherum","Solsub"
884638,"Solanum subg. Leptostemonum","Solsub2"
884635,"Solanum subg. Solanum","Solsub3"
124122,"Solanum triflorum","Soltri"
124125,"Solanum tuberosum","Soltub"
969316,"Solanum viarum","Solvia"
124132,"Solanum villosum","Solvil2"
197733,"Soldanella","Soldanella"
124139,"Soldanella alpina","Solalp"
141285,"Soldanella alpina subsp. alpina","Solalpalp"
124144,"Soldanella villosa","Solvil"
197736,"Soleirolia","Soleirolia"
124147,"Soleirolia soleirolii","Solsol"
197742,"Solenopsis","Solenopsis"
717556,"Solenopsis corsica","Solcor"
124150,"Solenopsis laurentia","Sollau"
656497,"Solenostoma","Solenostoma"
718835,"Solenostoma confertissimum","Solcon"
6388,"Solenostoma gracillimum","Solgra"
6392,"Solenostoma hyalinum","Solhya"
718836,"Solenostoma obovatum","Solobo"
786490,"Solenostoma paroicum","Solpar"
718837,"Solenostoma sphaerocarpum","Solsph"
666638,"Solenostomataceae","Solenostomataceae"
920237,"Solidagininae","Solidagininae"
197745,"Solidago","Solidago"
124164,"Solidago canadensis","Solcan"
124168,"Solidago gigantea","Solgig"
124205,"Solidago virgaurea","Solvir"
141296,"Solidago virgaurea subsp. minuta","Solvirmin"
141299,"Solidago virgaurea subsp. virgaurea","Solvirvir"
124209,"Solidago x niedereri","Solxnie"
626149,"Solieria","Solieria"
388219,"Solieria chordalis","Solcho"
647556,"Solieria filiformis","Solfil"
28175,"Solieria pacifica","Solpac"
351541,"Solieriaceae","Solieriaceae"
197747,"Soliva","Soliva"
124214,"Soliva sessilis","Solses"
611480,"Soliva stolonifera","Solsto"
197758,"Sonchus","Sonchus"
124231,"Sonchus aquatilis","Sonaqu"
124232,"Sonchus arvensis","Sonarv"
141301,"Sonchus arvensis subsp. arvensis","Sonarvarv"
141303,"Sonchus arvensis subsp. uliginosus","Sonarvuli"
124233,"Sonchus asper","Sonasp"
141304,"Sonchus asper subsp. asper","Sonaspasp"
141305,"Sonchus asper subsp. glaucescens","Sonaspgla"
611481,"Sonchus bulbosus","Sonbul"
612642,"Sonchus bulbosus subsp. bulbosus","Sonbulbul"
124256,"Sonchus maritimus","Sonmar"
124261,"Sonchus oleraceus","Sonole"
124264,"Sonchus palustris","Sonpal"
124278,"Sonchus tenerrimus","Sonten"
124283,"Sonchus x prudhommei","Sonxpru"
124285,"Sonchus x rotundilobus","Sonxrot"
197759,"Sophora","Sophora"
969317,"Sophora alopecuroides","Sopalo"
844378,"Sophoreae","Sophoreae"
197760,"Sorastrum","Sorastrum"
74861,"Sorastrum spinulosum","Sorspi"
197761,"Sorbaria","Sorbaria"
124298,"Sorbaria kirilowii","Sorkir"
124300,"Sorbaria sorbifolia","Sorsor"
124302,"Sorbaria tomentosa","Sortom"
974588,"Sorbarieae","Sorbarieae"
197762,"Sorbus","Sorbus"
124308,"Sorbus aucuparia","Sorauc"
141317,"Sorbus aucuparia subsp. aucuparia","Soraucauc"
141319,"Sorbus aucuparia subsp. praemorsa","Soraucpra"
1076347,"Sorghinae","Sorghinae"
197765,"Sorghum","Sorghum"
124369,"Sorghum bicolor","Sorbic"
124389,"Sorghum drummondii","Sordru"
124378,"Sorghum halepense","Sorhal"
124388,"Sorghum x almum","Sorxalm"
124391,"Sorghum x tzvelevii","Sorxtzv"
197766,"Southbya","Southbya"
6462,"Southbya nigrella","Sounig"
6463,"Southbya tophacea","Soutop"
969403,"Southbyaceae","Southbyaceae"
197775,"Sparganium","Sparganium"
124405,"Sparganium angustifolium","Spaang"
124407,"Sparganium emersum","Spaeme"
124408,"Sparganium erectum","Spaere"
141332,"Sparganium erectum subsp. erectum","Spaereere"
141333,"Sparganium erectum subsp. microcarpum","Spaeremic"
141334,"Sparganium erectum subsp. neglectum","Spaereneg"
141335,"Sparganium erectum subsp. oocarpum","Spaereooc"
124412,"Sparganium natans","Spanat"
1054772,"Sparganium x splendens","Spaxspl"
197778,"Spartium","Spartium"
124453,"Spartium junceum","Spajun"
197795,"Spergula","Spergula"
124499,"Spergula arvensis","Spearv"
124517,"Spergula morisonii","Spemor"
124519,"Spergula pentandra","Spepen"
197796,"Spergularia","Spergularia"
124545,"Spergularia bocconei","Speboc"
124555,"Spergularia diandra","Spedia"
124560,"Spergularia heldreichii","Spehel"
124590,"Spergularia kurkae","Spekur"
124567,"Spergularia macrorrhiza","Spemac"
124569,"Spergularia marina","Spemar"
999716,"Spergularia marina x Spergularia rupicola","SpemarxSperup"
124572,"Spergularia media","Spemed"
124574,"Spergularia nicaeensis","Spenic"
124578,"Spergularia rubra","Sperub"
124580,"Spergularia rupicola","Sperup"
124583,"Spergularia segetalis","Speseg"
124587,"Spergularia tangerina","Spetan"
124591,"Spergularia x pseudoazorica","Spexpse"
124592,"Spergularia x salontana","Spexsal"
1044562,"Sperguleae","Sperguleae"
847905,"Spermacoceae","Spermacoceae"
846226,"Spermatophyta","Spe"
626361,"Spermatozopsis","Spermatozopsis"
653704,"Spermatozopsis exsultans","Speexs"
830303,"Spermothamnieae","Spermothamnieae"
914207,"Spermothamniineae","SpeFar"
349616,"Spermothamnion","Spermothamnion"
970164,"Spermothamnion cymosum","Specym"
365742,"Spermothamnion flabellatum","Spefla"
365741,"Spermothamnion irregulare","Speirr"
365740,"Spermothamnion johannis","Spejoh"
73325,"Spermothamnion repens","Sperep"
627602,"Spermothamnion repens var. flagelliferum","Sperepfla"
627603,"Spermothamnion repens var. variabile","Sperepvar"
932550,"Spermothamnion strictum","Spestr"
715611,"Sphaeralcea","Sphaeralcea"
717566,"Sphaeralcea bonariensis","Sphbon"
965853,"Sphaerellocystis","Sphaerellocystis"
965855,"Sphaerellocystis ampla","Sphamp"
74866,"Sphaerellopsis ampla","Sphamp2"
188425,"Sphaerocarpaceae","Sphaerocarpaceae"
187111,"Sphaerocarpales","SphCav"
197808,"Sphaerocarpos","Sphaerocarpos"
788052,"Sphaerocarpos europaeus","Spheur"
6136,"Sphaerocarpos michelii","Sphmic"
188315,"Sphaerococcaceae","Sphaerococcaceae"
964012,"Sphaerococcomyxa","Sphaerococcomyxa"
964013,"Sphaerococcomyxa olivacea","Spholi"
349699,"Sphaerococcus","Sphaerococcus"
73328,"Sphaerococcus coronopifolius","Sphcor"
366159,"Sphaerococcus rhizophylloides","Sphrhi"
653532,"Sphaerocystidaceae","Sphaerocystidaceae"
197810,"Sphaerocystis","Sphaerocystis"
653709,"Sphaerocystis planctonica","Sphpla"
74873,"Sphaerocystis schroeteri","Sphsch"
197819,"Sphaeroplea","Sphaeroplea"
974771,"Sphaeroplea annulina","Sphann"
74876,"Sphaeroplea soleirolii","Sphsol"
974769,"Sphaeropleaceae","Sphaeropleaceae"
626235,"Sphaeropleales","SphLue"
197823,"Sphaerozosma","Sphaerozosma"
651281,"Sphaerozosma aubertianum","Sphaub"
74881,"Sphaerozosma laeve","Sphlae"
651285,"Sphaerozosma laeve var. latum","Sphlaelat"
74882,"Sphaerozosma laeve var. micracanthum","Sphlaemic"
999115,"Sphaerozosma stomatomorphum","Sphsto"
627028,"Sphaerozosma vertebratum","Sphver"
651287,"Sphaerozosma vertebratum var. latius","Sphverlat"
187131,"Sphagnaceae","Sphagnaceae"
187130,"Sphagnales","SphLim"
197825,"Sphagnum","Sphagnum"
6720,"Sphagnum affine","Sphaff"
6722,"Sphagnum angustifolium","Sphang2"
6754,"Sphagnum auriculatum","Sphaur"
6724,"Sphagnum austinii","Sphaus"
6725,"Sphagnum balticum","Sphbal2"
6728,"Sphagnum capillifolium","Sphcap"
6732,"Sphagnum centrale","Sphcen"
6734,"Sphagnum compactum","Sphcom2"
6736,"Sphagnum contortum","Sphcon2"
6739,"Sphagnum cuspidatum","Sphcus"
912986,"Sphagnum divinum","Sphdiv2"
6746,"Sphagnum fallax","Sphfal"
6747,"Sphagnum fimbriatum","Sphfim"
6748,"Sphagnum flexuosum","Sphfle"
6750,"Sphagnum fuscum","Sphfus"
6751,"Sphagnum girgensohnii","Sphgir"
6742,"Sphagnum inundatum","Sphinu"
433953,"Sphagnum lindbergii","Sphlin"
6763,"Sphagnum majus","Sphmaj"
434521,"Sphagnum majus subsp. norvegicum","Sphmajnor"
6762,"Sphagnum medium","Sphmed"
6765,"Sphagnum molle","Sphmol"
6768,"Sphagnum obtusum","Sphobt"
6769,"Sphagnum palustre","Sphpal"
6774,"Sphagnum papillosum","Sphpap"
6776,"Sphagnum platyphyllum","Sphpla2"
433956,"Sphagnum pylaesii","Sphpyl"
6780,"Sphagnum quinquefarium","Sphqui"
6783,"Sphagnum riparium","Sphrip"
6784,"Sphagnum rubellum","Sphrub"
6785,"Sphagnum russowii","Sphrus"
6789,"Sphagnum squarrosum","Sphsqu"
6790,"Sphagnum subnitens","Sphsub"
434527,"Sphagnum subnitens subsp. subnitens","Sphsubsub"
6794,"Sphagnum subsecundum","Sphsub2"
6795,"Sphagnum tenellum","Sphten"
6797,"Sphagnum teres","Sphter"
6802,"Sphagnum warnstorfii","Sphwar"
786288,"Sphenolobus","Sphenolobus"
786836,"Sphenolobus minutus","Sphmin"
197833,"Sphenopus","Sphenopus"
124599,"Sphenopus divaricatus","Sphdiv"
718416,"Sphenopus divaricatus subsp. divaricatus","Sphdivdiv"
830291,"Sphondylothamnieae","Sphondylothamnieae"
349617,"Sphondylothamnion","Sphondylothamnion"
73332,"Sphondylothamnion multifidum","Sphmul"
627558,"Sphondylothamnion multifidum f. distichum","Sphmuldis"
920147,"Spilanthinae","Spilanthinae"
197854,"Spinacia","Spinacia"
124617,"Spinacia oleracea","Spiole"
651289,"Spinocosmarium","Spinocosmarium"
651290,"Spinocosmarium quadridens","Spiqua"
939544,"Spinulum","Spinulum"
719157,"Spinulum annotinum","Spiann"
939840,"Spinulum annotinum subsp. annotinum","Spiannann"
197858,"Spiraea","Spiraea"
124619,"Spiraea alba","Spialb"
989151,"Spiraea alba var. alba","Spialbalb"
989150,"Spiraea alba var. latifolia","Spialblat"
124620,"Spiraea albiflora","Spialb2"
124626,"Spiraea canescens","Spican"
124627,"Spiraea cantoniensis","Spican2"
124629,"Spiraea chamaedryfolia","Spicha"
611563,"Spiraea corymbosa","Spicor"
124635,"Spiraea douglasii","Spidou"
989148,"Spiraea douglasii var. douglasii","Spidoudou"
989141,"Spiraea douglasii var. menziesii","Spidoumen"
159853,"Spiraea hypericifolia","Spihyp"
155051,"Spiraea hypericifolia subsp. obovata","Spihypobo"
124646,"Spiraea japonica","Spijap"
611561,"Spiraea media","Spimed"
611564,"Spiraea nipponica","Spinip"
611562,"Spiraea prunifolia","Spipru"
124668,"Spiraea salicifolia","Spisal"
124671,"Spiraea thunbergii","Spithu"
124672,"Spiraea tomentosa","Spitom"
124680,"Spiraea x arguta","Spixarg"
124682,"Spiraea x billiardii","Spixbil"
124683,"Spiraea x brachybotrys","Spixbra"
124684,"Spiraea x bumalda","Spixbum"
124687,"Spiraea x fontenaysi","Spixfon"
717567,"Spiraea x multiflora","Spixmul"
124693,"Spiraea x rosalba","Spixros"
124695,"Spiraea x sanssouciana","Spixsan"
124696,"Spiraea x semperflorens","Spixsem"
124697,"Spiraea x vanhouttei","Spixvan"
974565,"Spiraeeae","Spiraeeae"
197860,"Spiranthes","Spiranthes"
124699,"Spiranthes aestivalis","Spiaes"
124701,"Spiranthes spiralis","Spispi"
124702,"Spiranthes x zahlbruckneri","Spixzah"
839854,"Spiranthinae","Spiranthinae"
715616,"Spirobassia","Spirobassia"
717568,"Spirobassia hirsuta","Spihir"
197864,"Spirodela","Spirodela"
124707,"Spirodela polyrhiza","Spipol"
197867,"Spirogyra","Spirogyra"
965915,"Spirogyra affinis","Spiaff"
975274,"Spirogyra arcta","Spiarc"
965917,"Spirogyra condensata","Spicon2"
74888,"Spirogyra crassa","Spicra"
975285,"Spirogyra decimina","Spidec"
975286,"Spirogyra decimina var. juergensii","Spidecjue"
965920,"Spirogyra insignis","Spiins"
965923,"Spirogyra jugalis","Spijug"
975284,"Spirogyra laxa","Spilax"
975289,"Spirogyra lutetiana","Spilut"
975266,"Spirogyra maxima","Spimax"
965925,"Spirogyra orthospira","Spiort"
975280,"Spirogyra porticalis","Spipor"
975283,"Spirogyra subsalsa","Spisub"
74902,"Spirogyra tenuissima","Spiten"
74904,"Spirogyra varians","Spivar"
74905,"Spirogyra weberi","Spiweb"
197869,"Spirotaenia","Spirotaenia"
651295,"Spirotaenia bacillaris","Spibac"
651297,"Spirotaenia closteridia","Spiclo"
74907,"Spirotaenia condensata","Spicon"
74908,"Spirotaenia endospira","Spiend"
74909,"Spirotaenia fusiformis","Spifus"
651298,"Spirotaenia lemanensis","Spilem"
651299,"Spirotaenia minuta","Spimin"
651301,"Spirotaenia truncata","Spitru"
187146,"Splachnaceae","Splachnaceae"
433764,"Splachnales","Spl(M."
197875,"Splachnum","Splachnum"
5680,"Splachnum ampullaceum","Splamp"
5681,"Splachnum sphaericum","Splsph"
434273,"Splachnum vasculosum","Splvas"
197879,"Spondylosium","Spondylosium"
651305,"Spondylosium depressum","Spodep"
75212,"Spondylosium ellipticum","Spoell"
75211,"Spondylosium luetkemulleri","Spolue"
651313,"Spondylosium panduriforme","Spopan"
627029,"Spondylosium papillosum","Spopap"
73131,"Spondylosium planum","Spopla"
651306,"Spondylosium planum var. bourrellyi","Spoplabou"
75213,"Spondylosium pulchellum","Spopul"
651309,"Spondylosium pulchellum f. minus","Spopulmin"
651307,"Spondylosium pulchellum var. bambusinoides","Spopulbam"
701843,"Spondylosium pulchellum var. pulchellum","Spopulpul"
627099,"Spondylosium pygmaeum","Spopyg"
627031,"Spondylosium secedens","Sposec"
651310,"Spondylosium tetragonum","Spotet"
353669,"Spongites","Spongites"
651039,"Spongites absimilis","Spoabs"
669677,"Spongites fruticulosa","Spofru"
524967,"Spongoclonieae","Spongoclonieae"
542698,"Spongoclonium","Spongoclonium"
544705,"Spongoclonium caribaeum","Spocar"
355053,"Spongomorpha","Spongomorpha"
371976,"Spongomorpha aeruginosa","Spoaer"
888806,"Sporobolinae","Sporobolinae"
197891,"Sporobolus","Sporobolus"
1015899,"Sporobolus aculeatus","Spoacu"
1015901,"Sporobolus alopecuroides","Spoalo"
1015861,"Sporobolus alterniflorus","Spoalt"
1015862,"Sporobolus anglicus","Spoang"
611571,"Sporobolus cryptandrus","Spocry"
124719,"Sporobolus indicus","Spoind"
124720,"Sporobolus jacquemontii","Spojac"
1015863,"Sporobolus maritimus","Spomar"
1015867,"Sporobolus michauxianus","Spomic"
124722,"Sporobolus minor","Spomin"
124724,"Sporobolus mitchellii","Spomit"
124725,"Sporobolus neglectus","Sponeg"
1015865,"Sporobolus pumilus","Spopum"
124728,"Sporobolus pungens","Spopun"
1015904,"Sporobolus schoenoides","Sposch"
1015889,"Sporobolus sect. Clandestini","Sposec2"
1015894,"Sporobolus sect. Crypsis","Sposec3"
1015890,"Sporobolus sect. Cryptandri","Sposec4"
1015856,"Sporobolus sect. Spartina","Sposec6"
1015855,"Sporobolus sect. Sporobolus","Sposec7"
1015850,"Sporobolus sect. Virginicae","Sposec8"
1015857,"Sporobolus subsect. Alterniflori","Sposub"
1015896,"Sporobolus subsect. Crypsis","Sposub2"
1015897,"Sporobolus subsect. Helvoli","Sposub3"
1015860,"Sporobolus subsect. Spartina","Sposub5"
124730,"Sporobolus vaginiflorus","Spovag"
630725,"Sporobolus virginicus","Spovir"
1015864,"Sporobolus x townsendii","Spoxtow"
351828,"Sporolithaceae","Sporolithaceae"
914209,"Sporolithales","SpoLe "
357975,"Sporolithon","Sporolithon"
379711,"Sporolithon ptychoides","Spopty"
1010278,"Sporotetras polydermatica","Spopol"
524923,"Spyrideae","Spyrideae"
349618,"Spyridia","Spyridia"
73341,"Spyridia filamentosa","Spyfil"
627544,"Spyridia griffithsiana","Spygri"
522546,"Spyridiaceae","Spyridiaceae"
1049690,"Squilla","Squilla"
1049706,"Squilla glaucophylla","Squgla"
124733,"Squilla maritima","Squmar"
1049693,"Squilla undulata","Squund"
851835,"Stachydeae","Stachydeae"
197903,"Stachys","Stachys"
124736,"Stachys affinis","Staaff3"
124740,"Stachys alpina","Staalp"
141399,"Stachys alpina subsp. alpina","Staalpalp"
124741,"Stachys annua","Staann"
141400,"Stachys annua subsp. annua","Staannann"
124744,"Stachys arvensis","Staarv"
124753,"Stachys brachyclada","Stabra3"
124756,"Stachys byzantina","Stabyz"
124761,"Stachys corsica","Stacor4"
124771,"Stachys germanica","Stager"
141406,"Stachys germanica subsp. germanica","Stagerger"
141410,"Stachys germanica subsp. salviifolia","Stagersal"
124773,"Stachys glutinosa","Staglu"
124775,"Stachys heraclea","Staher"
124785,"Stachys maritima","Stamar2"
124786,"Stachys marrubiifolia","Stamar3"
124796,"Stachys ocymastrum","Staocy"
124798,"Stachys palustris","Stapal"
124805,"Stachys recta","Starec"
141417,"Stachys recta subsp. labiosa","Stareclab"
141418,"Stachys recta subsp. recta","Starecrec"
124807,"Stachys salisii","Stasal2"
124814,"Stachys sylvatica","Stasyl"
124823,"Stachys x ambigua","Staxamb"
124825,"Stachys x delgadoi","Staxdel"
124827,"Stachys x digenea","Staxdig"
124830,"Stachys x medebachensis","Staxmed"
124831,"Stachys x mirabilis","Staxmir"
197904,"Staehelina","Staehelina"
124842,"Staehelina dubia","Stadub"
919509,"Staehelininae","Staehelininae"
846441,"Stapeliinae","Stapeliinae"
1079514,"Staphisagria","Staphisagria"
124848,"Staphisagria macrosperma","Stamac"
717569,"Staphisagria picta","Stapic"
718417,"Staphisagria picta subsp. picta","Stapicpic"
718295,"Staphisagria picta subsp. requienii","Stapicreq"
197908,"Staphylea","Staphylea"
611573,"Staphylea colchica","Stacol"
124845,"Staphylea pinnata","Stapin3"
187337,"Staphyleaceae","Staphyleaceae"
197913,"Staurastrum","Staurastrum"
651337,"Staurastrum acarides","Staaca"
651340,"Staurastrum aculeatum","Staacu"
651341,"Staurastrum aculeatum var. aquitanicum","Staacuaqu"
693485,"Staurastrum acutum","Staacu2"
651342,"Staurastrum affine","Staaff"
74918,"Staurastrum affiniforme","Staaff2"
74920,"Staurastrum anatinum","Staana"
651343,"Staurastrum anatinum subsp. biradiatum","Staanabir"
1019546,"Staurastrum anatinum var. armatum","Staanaarm"
651345,"Staurastrum anatinum var. curtum","Staanacur"
651346,"Staurastrum anatinum var. grande","Staanagra"
651347,"Staurastrum anatinum var. lagerheimii","Staanalag"
651349,"Staurastrum anatinum var. longibrachiatum","Staanalon"
651351,"Staurastrum anatinum var. robustum","Staanarob"
651353,"Staurastrum anatinum var. subfloriferum","Staanasub"
835267,"Staurastrum angulatum","Staang"
687761,"Staurastrum angulatum var. planctonicum","Staangpla"
74923,"Staurastrum arachne","Staara"
651356,"Staurastrum arachne var. basiornatum","Staarabas"
74924,"Staurastrum arctiscon","Staarc"
627065,"Staurastrum arcuatum","Staarc2"
898134,"Staurastrum arcuatum var. subavicula","Staarcsub"
811571,"Staurastrum arnellii","Staarn"
811575,"Staurastrum arnellii var. spiniferum","Staarnspi"
74925,"Staurastrum asperum","Staasp"
835300,"Staurastrum asteroideum","Staast"
835306,"Staurastrum asteroideum var. nanum","Staastnan"
687762,"Staurastrum aversum","Staave"
74926,"Staurastrum avicula","Staavi"
835312,"Staurastrum avicula var. lunatum","Staavilun"
1008951,"Staurastrum avicula var. planctonicum","Staavipla"
74949,"Staurastrum avicula var. subarcuatum","Staavisub"
651359,"Staurastrum bacillare","Stabac"
651360,"Staurastrum bacillare var. obesum","Stabacobe"
651361,"Staurastrum bifidum","Stabif"
651362,"Staurastrum bloklandiae","Stablo"
720030,"Staurastrum bohlinianum","Staboh"
627066,"Staurastrum boreale","Stabor"
651363,"Staurastrum boreale var. robustum","Staborrob"
850371,"Staurastrum borgeanum","Stabor2"
719927,"Staurastrum botrophilum","Stabot"
74929,"Staurastrum brachiatum","Stabra"
74930,"Staurastrum brasiliense","Stabra2"
651367,"Staurastrum brasiliense var. lundellii","Stabralun"
651369,"Staurastrum brebissonii var. brevispinum","Stabrebre"
651371,"Staurastrum breviaculeatum","Stabre"
792473,"Staurastrum brevispina","Stabre2"
792474,"Staurastrum brevispina var. reversa","Stabrerev"
653303,"Staurastrum bulbosum","Stabul"
834932,"Staurastrum bulbosum var. cyanthiforme","Stabulcya"
651372,"Staurastrum bullardii","Stabul2"
74933,"Staurastrum capitulum","Stacap"
651373,"Staurastrum cerastes","Stacer"
74934,"Staurastrum chaetoceras","Stacha"
625863,"Staurastrum cingulum","Stacin"
653712,"Staurastrum cingulum var. obesum","Stacinobe"
627067,"Staurastrum clevei","Stacle"
625864,"Staurastrum coarctatum","Stacoa"
651375,"Staurastrum coarctatum var. subcurtum","Stacoasub"
651376,"Staurastrum controversum","Stacon"
651377,"Staurastrum controversum var. semivestitum","Staconsem"
651378,"Staurastrum cordatum","Stacor"
651379,"Staurastrum coronulatum","Stacor2"
1008943,"Staurastrum crassangulatum","Stacra"
74936,"Staurastrum crenulatum","Stacre"
651385,"Staurastrum crenulatum var. britannicum","Stacrebri"
651386,"Staurastrum crenulatum var. continentale","Stacrecon"
74937,"Staurastrum cristatum","Stacri"
850727,"Staurastrum cristatum f. reinschii","Stacrirei"
1008970,"Staurastrum cristatum var. oligacanthum","Stacrioli"
651389,"Staurastrum cumbricum","Stacum"
651391,"Staurastrum cyclacanthum","Stacyc"
651392,"Staurastrum cyclacanthum var. africanum","Stacycafr"
651393,"Staurastrum cyclacanthum var. subacanthum","Stacycsub"
625865,"Staurastrum cyrtocerum","Stacyr"
835292,"Staurastrum cyrtocerum var. brachycerum","Stacyrbra"
1008939,"Staurastrum cyrtocerum var. inflexum","Stacyrinf"
651395,"Staurastrum dejectum var. eymei","Stadejeym"
625867,"Staurastrum denticulatum","Staden"
999135,"Staurastrum depressus","Stadep"
74942,"Staurastrum dilatatum","Stadil"
651401,"Staurastrum diplacanthum","Stadip"
651402,"Staurastrum diplacanthum var. anglicum","Stadipang"
651403,"Staurastrum dispar","Stadis"
651405,"Staurastrum disputatum var. extensum","Stadisext"
651406,"Staurastrum duplex","Stadup"
74944,"Staurastrum echinatum","Staech"
651407,"Staurastrum ellipticum","Staell"
625869,"Staurastrum erasum","Staera"
999127,"Staurastrum erasum var. corsicum","Staeracor"
74945,"Staurastrum excavatum","Staexc"
651408,"Staurastrum excavatum var. planctonicum","Staexcpla"
895171,"Staurastrum extensum","Staext"
651409,"Staurastrum floriferum","Staflo"
74946,"Staurastrum forficulatum","Stafor"
651412,"Staurastrum forficulatum var. granulato-furcigerum","Staforgra"
895173,"Staurastrum forficulatum var. subsenarium","Staforsub"
651413,"Staurastrum forficulatum var. verrucosum","Staforver"
74957,"Staurastrum furcatum","Stafur"
651338,"Staurastrum furcatum var. aciculiferum","Stafuraci"
651415,"Staurastrum furcatum var. candianum","Stafurcan"
651417,"Staurastrum furcatum var. vanoisii","Stafurvan"
74958,"Staurastrum furcigerum","Stafur2"
670616,"Staurastrum furcigerum f. armigerum","Stafurarm"
651425,"Staurastrum furcigerum f. eustephanum","Stafureus"
670574,"Staurastrum furcigerum var. furcigerum","Stafurfur"
651426,"Staurastrum gatniense","Stagat"
74959,"Staurastrum gemelliparum","Stagem"
651427,"Staurastrum geminatum","Stagem2"
651429,"Staurastrum gladiosum f. ornatum","Staglaorn"
651431,"Staurastrum globulatum","Staglo"
74962,"Staurastrum gracile","Stagra"
651433,"Staurastrum gracile var. coronulatum","Stagracor"
651435,"Staurastrum grallatorium","Stagra2"
651437,"Staurastrum grande","Stagra3"
627081,"Staurastrum granulosum","Stagra4"
651439,"Staurastrum granulosum f. connexum","Stagracon"
651443,"Staurastrum haaboeliense","Stahaa"
651444,"Staurastrum hantzschii","Stahan"
651445,"Staurastrum heimerlianum","Stahei"
74963,"Staurastrum hexacerum","Stahex"
651447,"Staurastrum hexacerum var. convergens","Stahexcon"
651448,"Staurastrum hexacerum var. productum","Stahexpro"
895176,"Staurastrum hibernicum","Stahib"
74964,"Staurastrum hirsutum","Stahir"
670566,"Staurastrum hirsutum var. muricatum","Stahirmur"
651449,"Staurastrum hystrix","Stahys"
74965,"Staurastrum inconspicuum","Stainc"
679251,"Staurastrum insigne","Stains"
651451,"Staurastrum iotanum","Staiot"
625871,"Staurastrum johnsonii","Stajoh"
651461,"Staurastrum johnsonii f. annulatum","Stajohann"
651460,"Staurastrum johnsonii var. altius","Stajohalt"
651462,"Staurastrum johnsonii var. depauperatum","Stajohdep"
651463,"Staurastrum johnsonii var. triradiatum","Stajohtri"
651466,"Staurastrum kouwetsii","Stakou"
74967,"Staurastrum laeve","Stalae"
835287,"Staurastrum laevispinum","Stalae2"
835289,"Staurastrum laevispinum var. compactum","Stalaecom"
835272,"Staurastrum lanceolatum","Stalan"
651467,"Staurastrum lapponicum","Stalap"
74968,"Staurastrum leptocladum","Stalep"
651469,"Staurastrum leptocladum var. cornutum","Stalepcor"
651470,"Staurastrum leptocladum var. insigne","Stalepins"
625873,"Staurastrum longipes","Stalon"
651471,"Staurastrum longipes f. maius","Stalonmai"
625887,"Staurastrum longiradiatum","Stalon2"
651472,"Staurastrum longispinum","Stalon3"
720978,"Staurastrum lunatum var. lunatum","Stalunlun"
651476,"Staurastrum luteolum","Stalut"
625879,"Staurastrum manfeldtii","Staman"
835319,"Staurastrum manfeldtii var. productum","Stamanpro"
835240,"Staurastrum manfeldtii var. pseudosebaldi","Stamanpse"
653300,"Staurastrum manfeldtii var. splendidum","Stamanspl"
74970,"Staurastrum margaritaceum","Stamar"
651991,"Staurastrum margaritaceum var. robustum","Stamarrob"
74972,"Staurastrum margaritaceum var. trigonum","Stamartri"
651992,"Staurastrum megalonotum","Stameg"
74973,"Staurastrum meriani","Stamer"
653302,"Staurastrum messikommeri f. plancticum","Stamespla"
625888,"Staurastrum micron","Stamic"
884110,"Staurastrum miedzyrczecense","Stamie"
697346,"Staurastrum minutissimum","Stamin"
74976,"Staurastrum monticulosum","Stamon"
651997,"Staurastrum muricatum var. denudatum","Stamurden"
74978,"Staurastrum muticum","Stamut"
651998,"Staurastrum nanum","Stanan"
652001,"Staurastrum oligacanthum f. evoluta","Staolievo"
652000,"Staurastrum oligacanthum var. incisum","Staoliinc"
74979,"Staurastrum orbiculare","Staorb"
652005,"Staurastrum ornatum","Staorn"
652006,"Staurastrum ornatum var. asperum","Staornasp"
652007,"Staurastrum ornatum var. morzinense","Staornmor"
74982,"Staurastrum oxyacanthum","Staoxy"
652008,"Staurastrum oxyacanthum var. polyacanthum","Staoxypol"
697350,"Staurastrum pachyrhynchum","Stapac"
74984,"Staurastrum paradoxum","Stapar"
74985,"Staurastrum paradoxum var. parvum","Staparpar"
652009,"Staurastrum paucidentatum","Stapau"
652010,"Staurastrum pentacerum","Stapen"
652011,"Staurastrum pentasterias","Stapen2"
652012,"Staurastrum perinii","Staper"
74986,"Staurastrum pileolatum","Stapil"
835297,"Staurastrum pilosum","Stapil2"
652013,"Staurastrum pilosum","Stapil3"
74987,"Staurastrum pingue","Stapin"
1009020,"Staurastrum pingue var. planctonicum","Stapinpla"
720031,"Staurastrum pinnatum","Stapin2"
720032,"Staurastrum pinnatum var. hydra","Stapinhyd"
1008904,"Staurastrum pisciforme","Stapis"
74989,"Staurastrum planctonicum var. bullosum","Staplabul"
670150,"Staurastrum podlachicum","Stapod"
74990,"Staurastrum polymorphum","Stapol"
