"CD_NOM","LB_NOM","TRIGRAMME"
5938,"Entodon cladorrhizans","Entcla"
5939,"Entodon concinnus","Entcon2"
5943,"Entodon schleicheri","Entsch2"
188338,"Entodontaceae","Entodontaceae"
192197,"Entosthodon","Entosthodon"
5639,"Entosthodon attenuatus","Entatt"
433998,"Entosthodon convexus","Entcon"
792192,"Entosthodon duriaei","Entdur"
5642,"Entosthodon fascicularis","Entfas"
434002,"Entosthodon mouretii","Entmou"
433999,"Entosthodon muhlenbergii","Entmuh"
5643,"Entosthodon obtusus","Entobt"
434000,"Entosthodon pulchellus","Entpul"
434001,"Entosthodon schimperi","Entsch"
192210,"Ephedra","Ephedra"
96098,"Ephedra altissima","Ephalt"
96101,"Ephedra distachya","Ephdis"
134101,"Ephedra distachya subsp. distachya","Ephdisdis"
718346,"Ephedra distachya subsp. helvetica","Ephdishel"
96106,"Ephedra major","Ephmaj"
134106,"Ephedra major subsp. major","Ephmajmaj"
187221,"Ephedraceae","Ephedraceae"
593970,"Ephedrales","EphDum"
192214,"Ephemerum","Ephemerum"
5669,"Ephemerum cohaerens","Ephcoh"
786462,"Ephemerum crassinervium","Ephcra"
786506,"Ephemerum crassinervium subsp. rutheanum","Ephcrarut"
786505,"Ephemerum crassinervium subsp. sessile","Ephcrases"
5670,"Ephemerum recurvifolium","Ephrec"
5671,"Ephemerum serratum","Ephser"
434148,"Ephemerum spinulosum","Ephspi"
902027,"Ephemerum stoloniferum","Ephsto"
349656,"Epicladia","Epicladia"
72731,"Epicladia flustrae","Epiflu"
365867,"Epicladia perforans","Epiper"
839833,"Epidendreae","Epidendreae"
839832,"Epidendroideae","Epidendroideae"
192229,"Epikeros","Epikeros"
96119,"Epikeros pyrenaeus","Epipyr"
921225,"Epilobieae","Epilobieae"
192232,"Epilobium","Epilobium"
96127,"Epilobium alpestre","Epialp"
96130,"Epilobium alsinifolium","Epials"
96134,"Epilobium anagallidifolium","Epiana"
96143,"Epilobium brachycarpum","Epibra"
96144,"Epilobium brunnescens","Epibru"
96149,"Epilobium ciliatum","Epicil"
96150,"Epilobium collinum","Epicol"
96165,"Epilobium duriaei","Epidur"
96180,"Epilobium hirsutum","Epihir"
96191,"Epilobium lanceolatum","Epilan"
96208,"Epilobium montanum","Epimon"
96218,"Epilobium nutans","Epinut"
96220,"Epilobium obscurum","Epiobs"
96226,"Epilobium palustre","Epipal2"
96229,"Epilobium parviflorum","Epipar"
96251,"Epilobium roseum","Epiros"
134123,"Epilobium roseum subsp. roseum","Epirosros"
96271,"Epilobium tetragonum","Epitet"
718228,"Epilobium tetragonum nothosubsp. semiadnatum","Epitetsem"
134129,"Epilobium tetragonum subsp. lamyi","Epitetlam"
134131,"Epilobium tetragonum subsp. tetragonum","Epitettet"
134132,"Epilobium tetragonum subsp. tournefortii","Epitettou"
96289,"Epilobium x abortivum","Epixabo"
96291,"Epilobium x aggregatum","Epixagg"
96292,"Epilobium x alpicola","Epixalp"
96293,"Epilobium x ambigens","Epixamb"
96294,"Epilobium x amphibolum","Epixamp"
96297,"Epilobium x aschersonianum","Epixasc"
96303,"Epilobium x boissieri","Epixboi"
96304,"Epilobium x borbasianum","Epixbor"
96305,"Epilobium x bordereanum","Epixbor2"
96306,"Epilobium x brachiatum","Epixbra"
96307,"Epilobium x brevipilum","Epixbre"
134136,"Epilobium x brevipilum subsp. brevipilum","Epixbre2"
134135,"Epilobium x brevipilum subsp. nebrodense","Epixbre3"
96310,"Epilobium x celakovskyanum","Epixcel"
976637,"Epilobium x charbonnelianum","Epixcha"
96314,"Epilobium x confine","Epixcon"
96315,"Epilobium x dacicum","Epixdac"
96316,"Epilobium x dasycarpum","Epixdas"
96317,"Epilobium x decipiens","Epixdec"
96319,"Epilobium x dufftii","Epixduf"
96323,"Epilobium x erroneum","Epixerr"
96324,"Epilobium x fallacinum","Epixfal"
96325,"Epilobium x finitimum","Epixfin"
611283,"Epilobium x floridulum","Epixflo"
96329,"Epilobium x fossicola","Epixfos"
96330,"Epilobium x freynii","Epixfre"
96335,"Epilobium x gerstlaueri","Epixger2"
96337,"Epilobium x glanduligerum","Epixgla"
96338,"Epilobium x goerzii","Epixgoe"
96340,"Epilobium x grenieri","Epixgre"
96341,"Epilobium x haussknechtianum","Epixhau"
96342,"Epilobium x haynaldianum","Epixhay"
96343,"Epilobium x hectori-leveilleanum","Epixhec"
96345,"Epilobium x heterocaulon","Epixhet2"
96347,"Epilobium x huteri","Epixhut"
96357,"Epilobium x iglaviense","Epixigl"
96361,"Epilobium x intersitum","Epixint"
96363,"Epilobium x krausei","Epixkra"
96365,"Epilobium x lamotteanum","Epixlam"
96366,"Epilobium x langeanum","Epixlan"
96367,"Epilobium x larambergianum","Epixlar"
96368,"Epilobium x laschianum","Epixlas"
96371,"Epilobium x limosum","Epixlim"
96372,"Epilobium x marshallianum","Epixmar"
966654,"Epilobium x mentiens","Epixmen"
96375,"Epilobium x montaniforme","Epixmon"
96377,"Epilobium x mouillefarinei","Epixmou"
96381,"Epilobium x neogradense","Epixneo"
1030977,"Epilobium x ninckii","Epixnin"
96382,"Epilobium x novae-civitatis","Epixnov"
96384,"Epilobium x nutantiflorum","Epixnut"
96386,"Epilobium x palatinum","Epixpal"
134138,"Epilobium x palatinum subsp. palatinum","Epixpal2"
134137,"Epilobium x palatinum subsp. weissenburgense","Epixpal3"
96390,"Epilobium x percollinum","Epixper"
96391,"Epilobium x persicinum","Epixper2"
96394,"Epilobium x probstii","Epixpro"
976673,"Epilobium x pseudocollinum","Epixpse"
96395,"Epilobium x pseudotrigonum","Epixpse2"
96396,"Epilobium x purpureum","Epixpur"
1030978,"Epilobium x pyrenaicum","Epixpyr"
96397,"Epilobium x radoi","Epixrad"
96398,"Epilobium x ratisbonense","Epixrat"
96402,"Epilobium x rivulare","Epixriv"
96403,"Epilobium x rivulicola","Epixriv2"
96408,"Epilobium x schmidtianum","Epixsch3"
96410,"Epilobium x schultzeanum","Epixsch4"
96413,"Epilobium x semiobscurum","Epixsem"
962491,"Epilobium x sennenianum","Epixsen"
1030976,"Epilobium x sericeum","Epixser"
96414,"Epilobium x simulatum","Epixsim"
96420,"Epilobium x thuringiacum","Epixthu"
96423,"Epilobium x udicola","Epixudi"
966656,"Epilobium x vicinum","Epixvic"
96424,"Epilobium x waterfallii","Epixwat"
1024558,"Epimedieae","Epimedieae"
192233,"Epimedium","Epimedium"
96426,"Epimedium alpinum","Epialp2"
192235,"Epipactis","Epipactis"
96432,"Epipactis atrorubens","Epiatr"
719963,"Epipactis atrorubens x Epipactis distans","EpiatrxEpidis"
96439,"Epipactis distans","Epidis"
521628,"Epipactis exilis","Epiexi"
96443,"Epipactis fibri","Epifib"
96447,"Epipactis helleborine","Epihel"
134141,"Epipactis helleborine subsp. helleborine","Epihelhel"
612463,"Epipactis helleborine subsp. lusitanica","Epihellus"
134145,"Epipactis helleborine subsp. neerlandica","Epihelnee"
134147,"Epipactis helleborine subsp. tremolsii","Epiheltre"
521630,"Epipactis kleinii","Epikle"
611288,"Epipactis kleinii x Epipactis helleborine subsp. tremolsii","EpiklexEpihel"
96449,"Epipactis leptochila","Epilep"
134159,"Epipactis leptochila subsp. leptochila","Epileplep"
612465,"Epipactis leptochila subsp. provincialis","Epileppro"
96454,"Epipactis microphylla","Epimic"
96456,"Epipactis muelleri","Epimue"
96465,"Epipactis palustris","Epipal"
96468,"Epipactis phyllanthes","Epiphy"
96469,"Epipactis placentina","Epipla"
96471,"Epipactis purpurata","Epipur2"
96476,"Epipactis rhodanensis","Epirho"
161571,"Epipactis x amigoi","Epixami"
96487,"Epipactis x barlae","Epixbar"
610282,"Epipactis x cardonnea","Epixcar"
611291,"Epipactis x gauckleri","Epixgau"
717168,"Epipactis x gerbaudiorum","Epixger"
717169,"Epipactis x gevaudanii","Epixgev"
96488,"Epipactis x graberi","Epixgra"
96489,"Epipactis x heterogama","Epixhet"
717170,"Epipactis x jacquetii","Epixjac"
717171,"Epipactis x pratii","Epixpra"
96493,"Epipactis x pupplingensis","Epixpup"
96494,"Epipactis x reineckei","Epixrei"
96495,"Epipactis x schmalhausenii","Epixsch"
96496,"Epipactis x schulzei","Epixsch2"
96498,"Epipactis x stephensonii","Epixste"
839904,"Epipogiinae","Epipogiinae"
192240,"Epipogium","Epipogium"
96499,"Epipogium aphyllum","Epiaph"
192242,"Epipterygium","Epipterygium"
5780,"Epipterygium tozeri","Epitoz"
187179,"Equisetaceae","Equisetaceae"
187178,"Equisetales","EquDC."
597585,"Equisetidae","EquWar"
542871,"Equisetopsida","EquC.A"
192258,"Equisetum","Equisetum"
96508,"Equisetum arvense","Equarv"
96519,"Equisetum fluviatile","Equflu"
96523,"Equisetum hyemale","Equhye"
970738,"Equisetum hyemale subsp. affine","Equhyeaff"
788972,"Equisetum hyemale subsp. hyemale","Equhyehye"
96534,"Equisetum palustre","Equpal"
96539,"Equisetum ramosissimum","Equram"
788974,"Equisetum ramosissimum subsp. ramosissimum","Equramram"
1045266,"Equisetum subg. Equisetum","Equsub"
1045273,"Equisetum subg. Hippochaete","Equsub2"
96545,"Equisetum sylvaticum","Equsyl"
96546,"Equisetum telmateia","Equtel"
788971,"Equisetum telmateia subsp. telmateia","Equteltel"
762284,"Equisetum variegatum","Equvar"
762187,"Equisetum variegatum subsp. variegatum","Equvarvar"
611293,"Equisetum x alsaticum","Equxals"
788871,"Equisetum x ascendens","Equxasc"
96557,"Equisetum x dycei","Equxdyc"
96558,"Equisetum x fontqueri","Equxfon"
96562,"Equisetum x litorale","Equxlit"
616766,"Equisetum x mackayi","Equxmac"
788973,"Equisetum x mackayi nothosubsp. mackayi","Equxmac2"
96564,"Equisetum x meridionale","Equxmer"
96566,"Equisetum x moorei","Equxmoo"
1046955,"Equisetum x moorei nothosubsp. moorei","Equxmoo2"
888799,"Eragrostideae","Eragrostideae"
888802,"Eragrostidinae","Eragrostidinae"
192260,"Eragrostis","Eragrostis"
160568,"Eragrostis aegyptiaca","Eraaeg"
96580,"Eragrostis barrelieri","Erabar"
923233,"Eragrostis barrelieri subsp. barrelieri","Erabarbar"
160582,"Eragrostis capensis","Eracap"
96585,"Eragrostis cilianensis","Eracil"
96586,"Eragrostis ciliaris","Eracil2"
160589,"Eragrostis curtipedicellata","Eracur"
96591,"Eragrostis curvula","Eracur2"
96593,"Eragrostis dielsii","Eradie"
96594,"Eragrostis diffusa","Eradif"
160595,"Eragrostis gangetica","Eragan"
160598,"Eragrostis japonica","Erajap"
96612,"Eragrostis mexicana","Eramex"
96613,"Eragrostis minor","Eramin"
96614,"Eragrostis multicaulis","Eramul"
96619,"Eragrostis orcuttiana","Eraorc"
160608,"Eragrostis papposa","Erapap"
96623,"Eragrostis parviflora","Erapar"
96624,"Eragrostis pectinacea","Erapec"
96628,"Eragrostis pilosa","Erapil"
96629,"Eragrostis plana","Erapla"
160611,"Eragrostis planiculmis","Erapla2"
160742,"Eragrostis prolifera","Erapro"
160616,"Eragrostis spectabilis","Eraspe"
160618,"Eragrostis superba","Erasup"
160619,"Eragrostis tef","Eratef"
160865,"Eragrostis tenella","Eraten"
832772,"Eragrostis tenella var. tenella","Eratenten"
160623,"Eragrostis tephrosanthos","Eratep"
96640,"Eragrostis trichodes","Eratri"
160625,"Eragrostis unioloides","Erauni"
96644,"Eragrostis virescens","Eravir"
162008,"Eragrostis virescens subsp. virescens","Eravirvir"
192261,"Eranthis","Eranthis"
96648,"Eranthis hyemalis","Erahye"
1056078,"Eranthis x tubergenii","Eraxtub"
192268,"Eremonotus","Eremonotus"
4700,"Eremonotus myriocarpus","Eremyr"
192270,"Eremopoa","Eremopoa"
96652,"Eremopoa persica","Ereper"
192271,"Eremopyrum","Eremopyrum"
717172,"Eremopyrum orientale","Ereori"
717173,"Eremopyrum triticeum","Eretri"
969922,"Eremosphaeraceae","Eremosphaeraceae"
715596,"Erepsia","Erepsia"
717174,"Erepsia heteropetala","Erehet"
192279,"Erica","Erica"
96659,"Erica arborea","Eriarb"
611101,"Erica arborea x Erica scoparia","EriarbxErisco"
96664,"Erica carnea","Ericar"
96665,"Erica ciliaris","Ericil"
96667,"Erica cinerea","Ericin"
96675,"Erica erigena","Erieri"
96679,"Erica lusitanica","Erilus"
718435,"Erica lusitanica subsp. cantabrica","Eriluscan"
96683,"Erica multiflora","Erimul"
96691,"Erica scoparia","Erisco"
134198,"Erica scoparia subsp. scoparia","Eriscosco"
96694,"Erica terminalis","Eriter"
96695,"Erica tetralix","Eritet"
96698,"Erica vagans","Erivag"
96701,"Erica x darleyensis","Erixdar"
717175,"Erica x nelsonii","Erixnel"
96705,"Erica x veitchii","Erixvei"
718347,"Erica x veitchii nothosubsp. asturica","Erixvei2"
96706,"Erica x watsonii","Erixwat"
96707,"Erica x williamsii","Erixwil"
187379,"Ericaceae","Ericaceae"
187377,"Ericales","EriBer"
907383,"Ericeae","Ericeae"
907381,"Ericoideae","Ericoideae"
192282,"Erigeron","Erigeron"
611688,"Erigeron acris","Eriacr"
612619,"Erigeron acris subsp. acris","Eriacracr"
612620,"Erigeron acris subsp. angulosus","Eriacrang"
612622,"Erigeron acris subsp. serotinus","Eriacrser"
96736,"Erigeron alpinus","Erialp"
96739,"Erigeron annuus","Eriann"
96742,"Erigeron atticus","Eriatt"
1019583,"Erigeron aureus","Eriaur"
96745,"Erigeron blakei","Eribla"
96746,"Erigeron bonariensis","Eribon"
96749,"Erigeron canadensis","Erican"
611693,"Erigeron canadensis x Erigeron sumatrensis","EricanxErisum"
611690,"Erigeron floribundus","Eriflo"
96761,"Erigeron glabratus","Erigla"
96764,"Erigeron glaucus","Erigla2"
96775,"Erigeron karvinskianus","Erikar2"
96790,"Erigeron neglectus","Erineg"
96793,"Erigeron paolii","Eripao"
96794,"Erigeron philadelphicus","Eriphi"
96805,"Erigeron schleicheri","Erisch"
96814,"Erigeron sumatrensis","Erisum"
96816,"Erigeron uniflorus","Eriuni"
134218,"Erigeron uniflorus subsp. aragonensis","Eriuniara"
134221,"Erigeron uniflorus subsp. uniflorus","Eriuniuni"
160098,"Erigeron x advenigenus","Erixadv"
96822,"Erigeron x chanousii","Erixcha"
611692,"Erigeron x daveauana","Erixdav"
611691,"Erigeron x foucaudii","Erixfou"
96823,"Erigeron x glabrescens","Erixgla"
96824,"Erigeron x glareosus","Erixgla2"
96825,"Erigeron x helveticus","Erixhel"
96826,"Erigeron x huelsenii","Erixhue"
96827,"Erigeron x rhaeticus","Erixrha"
611689,"Erigeron x vandasii","Erixvan"
611687,"Erigeron x vierhapperi","Erixvie"
948715,"Erinacea","Erinacea"
96829,"Erinacea anthyllis","Eriant"
134224,"Erinacea anthyllis subsp. anthyllis","Eriantant"
192291,"Erinus","Erinus"
96834,"Erinus alpinus","Erialp2"
192292,"Eriobotrya","Eriobotrya"
96836,"Eriobotrya japonica","Erijap2"
965433,"Eriocapitella","Eriocapitella"
965524,"Eriocapitella hupehensis","Erihup"
965525,"Eriocapitella japonica","Erijap"
965526,"Eriocapitella x hybrida","Erixhyb"
606891,"Eriocephalus","Eriocephalus"
610587,"Eriocephalus africanus","Eriafr"
192295,"Eriochloa","Eriochloa"
629660,"Eriochloa punctata","Eripun"
96838,"Eriochloa villosa","Erivil"
715627,"Eriogonum","Eriogonum"
717176,"Eriogonum giganteum","Erigig"
192302,"Eriophorum","Eriophorum"
96844,"Eriophorum angustifolium","Eriang"
718348,"Eriophorum angustifolium subsp. angustifolium","Eriangang"
96851,"Eriophorum gracile","Erigra"
96852,"Eriophorum latifolium","Erilat"
96859,"Eriophorum scheuchzeri","Erisch2"
96861,"Eriophorum vaginatum","Erivag2"
96864,"Eriophorum x beauverdii","Erixbea"
96865,"Eriophorum x gracilifolium","Erixgra"
96866,"Eriophorum x rousseauanum","Erixrou"
192304,"Eriophyllum","Eriophyllum"
96867,"Eriophyllum lanatum","Erilan"
192312,"Eritrichium","Eritrichium"
96872,"Eritrichium nanum","Erinan"
134231,"Eritrichium nanum subsp. nanum","Erinannan"
192318,"Erodium","Erodium"
96876,"Erodium acaule","Eroaca"
96880,"Erodium alnifolium","Eroaln"
717751,"Erodium boissieri","Eroboi"
96887,"Erodium botrys","Erobot"
96893,"Erodium chium","Erochi"
96894,"Erodium ciconium","Erocic"
96895,"Erodium cicutarium","Erocic2"
619409,"Erodium cicutarium subsp. bipinnatum","Erocicbip"
134238,"Erodium cicutarium subsp. cicutarium","Erociccic"
134239,"Erodium cicutarium subsp. dunense","Erocicdun"
146507,"Erodium cicutarium var. arenarium","Erocicare"
146508,"Erodium cicutarium var. cicutarium","Erociccic2"
96897,"Erodium corsicum","Erocor"
96902,"Erodium foetidum","Erofoe"
96904,"Erodium glandulosum","Erogla"
717177,"Erodium glaucophyllum","Erogla2"
96908,"Erodium gruinum","Erogru"
96911,"Erodium laciniatum","Erolac"
96912,"Erodium lebelii","Eroleb"
96919,"Erodium malacoides","Eromal"
96921,"Erodium manescavii","Eroman"
96923,"Erodium maritimum","Eromar"
96925,"Erodium moschatum","Eromos"
717752,"Erodium neuradifolium","Eroneu"
96939,"Erodium rodiei","Erorod"
1013321,"Erodium rupestre","Erorup"
717178,"Erodium rupicola","Erorup2"
96943,"Erodium sebaceum","Eroseb"
717753,"Erodium stellatum","Eroste"
96957,"Erodium x anaristatum","Eroxana"
96959,"Erodium x fallax","Eroxfal"
96960,"Erodium x verbenifolium","Eroxver"
939316,"Eruca","Eruca"
97041,"Eruca vesicaria","Eruves"
192324,"Erucastrum","Erucastrum"
97064,"Erucastrum gallicum","Erugal"
97072,"Erucastrum nasturtiifolium","Erunas"
134287,"Erucastrum nasturtiifolium subsp. nasturtiifolium","Erunasnas"
134288,"Erucastrum nasturtiifolium subsp. sudrei","Erunassud"
717179,"Erucastrum supinum","Erusup"
97081,"Erucastrum varium","Eruvar"
788753,"Ervilia","Ervilia"
97084,"Ervilia hirsuta","Ervhir"
788868,"Ervilia loiseleurii","Ervloi"
97085,"Ervilia monanthos","Ervmon"
97088,"Ervilia sativa","Ervsat"
788869,"Ervilia sylvatica","Ervsyl"
446741,"Ervum","Ervum"
97101,"Ervum gracile","Ervgra"
97116,"Ervum pubescens","Ervpub"
97128,"Ervum tetraspermum","Ervtet"
192328,"Eryngium","Eryngium"
611124,"Eryngium agavifolium","Eryaga"
97133,"Eryngium alpinum","Eryalp"
97140,"Eryngium bourgatii","Erybou"
134292,"Eryngium bourgatii subsp. bourgatii","Eryboubou"
611114,"Eryngium caeruleum","Erycae"
97141,"Eryngium campestre","Erycam"
611126,"Eryngium creticum","Erycre"
611113,"Eryngium eburneum","Eryebu"
611127,"Eryngium floribundum","Eryflo"
446824,"Eryngium foetidum","Eryfoe"
97142,"Eryngium giganteum","Erygig"
611115,"Eryngium horridum","Eryhor"
611116,"Eryngium involucratum","Eryinv"
611117,"Eryngium leavenworthii","Erylea"
97145,"Eryngium maritimum","Erymar"
611111,"Eryngium oliverianum","Eryoli"
611118,"Eryngium pandanifolium","Erypan"
613691,"Eryngium pandanifolium var. lassauxii","Erypanlas"
613690,"Eryngium pandanifolium var. pandanifolium","Erypanpan"
611112,"Eryngium planum","Erypla"
611119,"Eryngium proteiflorum","Erypro"
97147,"Eryngium pusillum","Erypus"
611120,"Eryngium sanguisorba","Erysan"
611121,"Eryngium serra","Eryser"
97148,"Eryngium spinalba","Eryspi"
957911,"Eryngium subg. Eryngium","Erysub"
957910,"Eryngium subg. Monocotyloidea","Erysub2"
160399,"Eryngium tricuspidatum","Erytri"
611109,"Eryngium tripartitum","Erytri2"
611123,"Eryngium triquetrum","Erytri3"
611110,"Eryngium variifolium","Eryvar"
97152,"Eryngium viviparum","Eryviv"
97155,"Eryngium x chevalieri","Eryxche"
97156,"Eryngium x hybridum","Eryxhyb"
97157,"Eryngium x rocheri","Eryxroc"
97158,"Eryngium x zabelii","Eryxzab"
611122,"Eryngium yuccifolium","Eryyuc"
1077423,"Erysimeae","Erysimeae"
192331,"Erysimum","Erysimum"
978720,"Erysimum belvederense","Erybel"
97181,"Erysimum burnatii","Erybur"
97183,"Erysimum cheiranthoides","Eryche"
134294,"Erysimum cheiranthoides subsp. cheiranthoides","Erycheche"
97185,"Erysimum cheiri","Eryche2"
990435,"Erysimum crepidifolium","Erycre2"
1041717,"Erysimum diffusum","Erydif"
97201,"Erysimum duriaei","Erydur"
134301,"Erysimum duriaei subsp. pyrenaicum","Erydurpyr"
978732,"Erysimum geisleri","Erygei"
97221,"Erysimum incanum","Eryinc"
134318,"Erysimum incanum subsp. aurigeranum","Eryincaur"
97222,"Erysimum jugicola","Eryjug"
97230,"Erysimum montosicola","Erymon"
611128,"Erysimum montosicola x Erysimum nevadense subsp. collisparsum","ErymonxErynev"
159654,"Erysimum nevadense","Erynev"
154843,"Erysimum nevadense subsp. collisparsum","Erynevcol"
97234,"Erysimum ochroleucum","Eryoch"
97235,"Erysimum odoratum","Eryodo"
97257,"Erysimum repandum","Eryrep"
97258,"Erysimum rhaeticum","Eryrha"
97277,"Erysimum virgatum","Eryvir"
97279,"Erysimum x marshallii","Eryxmar"
715593,"Erythranthe","Erythranthe"
922797,"Erythranthe cuprea","Erycup"
717180,"Erythranthe guttata","Erygut"
717181,"Erythranthe lutea","Erylut"
718691,"Erythranthe lutea var. lutea","Erylutlut"
718692,"Erythranthe lutea var. variegata","Erylutvar"
717182,"Erythranthe moschata","Erymos"
788786,"Erythranthe x robertsii","Eryxrob"
445670,"Erythrina","Erythrina"
629666,"Erythrina crista-galli","Erycri"
844319,"Erythrininae","Erythrininae"
355091,"Erythrocladia","Erythrocladia"
372103,"Erythrocladia irregularis","Eryirr"
372102,"Erythrocladia polystromatica","Erypol"
372101,"Erythrocladia violacea","Eryvio"
354577,"Erythrocystis","Erythrocystis"
370823,"Erythrocystis montagnei","Erymon2"
354502,"Erythrodermis","Erythrodermis"
370672,"Erythrodermis traillii","Erytra"
354566,"Erythroglossum","Erythroglossum"
370801,"Erythroglossum balearicum","Erybal"
1009267,"Erythroglossum erythroglossi","Eryery"
370802,"Erythroglossum laciniatum","Erylac"
370803,"Erythroglossum lusitanicum","Erylus"
370804,"Erythroglossum sandrianum","Erysan2"
192337,"Erythronium","Erythronium"
97325,"Erythronium dens-canis","Eryden"
188223,"Erythropeltidales","Ery"
627475,"Erythropeltis","Erythropeltis"
