"CD_REF";"LB_NOM";"NOM_VERN";"FAMILLE";"GF"
1010059;"Atractocarpus colnettianus";"";"Rubiaceae";"A"
1010058;"Atractocarpus confertus";"";"Rubiaceae";"A"
1010049;"Atractocarpus deplanchei";"";"Rubiaceae";"A"
671462;"Atractocarpus heterophyllus";"";"Rubiaceae";"A"
671463;"Atractocarpus longistipitatus";"";"Rubiaceae";"A"
1010056;"Atractocarpus mollis";"";"Rubiaceae";"A"
1010055;"Atractocarpus ngoyensis";"";"Rubiaceae";"A"
1010054;"Atractocarpus nigricans";"";"Rubiaceae";"A"
671465;"Atractocarpus platyxylon";"";"Rubiaceae";"A"
1010053;"Atractocarpus pseudoterminalis";"";"Rubiaceae";"A"
671757;"Atractocarpus pterocarpon";"";"Rubiaceae";"A"
671466;"Atractocarpus rotundifolius";"";"Rubiaceae";"A"
671467;"Atractocarpus sessilifolius";"";"Rubiaceae";"A"
448142;"Atractocarpus tahitensis";"";"Rubiaceae";"A"
671469;"Atractocarpus vaginatus";"";"Rubiaceae";"A"
445929;"Gardenia";"Gardénia";"Rubiaceae";"M"
671482;"Gardenia aubryi";"";"Rubiaceae";"A"
447488;"Gardenia jasminoides";"Gardénia";"Rubiaceae";"M"
671628;"Gardenia oudiepe";"";"Rubiaceae";"A"
672187;"Gardenia schlechteri";"";"Rubiaceae";"A"
671485;"Gardenia urvillei";"";"Rubiaceae";"A"
628186;"Genipa";"";"Rubiaceae";"P"
629766;"Genipa americana";"Génipayer";"Rubiaceae";"P"
734762;"Genipa spruceana";"";"Rubiaceae";"P"
445923;"Randia";"";"Rubiaceae";"P"
630527;"Randia aculeata";"";"Rubiaceae";"A"
636124;"Randia armata";"";"Rubiaceae";"P"
887602;"Randia asperifolia";"";"Rubiaceae";"S"
671634;"Randia comptonii";"";"Rubiaceae";"A"
734900;"Randia hebecarpa";"";"Rubiaceae";"P"
671633;"Randia lecardii";"";"Rubiaceae";"A"
630529;"Randia nitida";"Petit coco";"Rubiaceae";"D"
671632;"Randia pancheriana";"";"Rubiaceae";"A"
734901;"Randia pubiflora";"";"Rubiaceae";"S"
445947;"Rosenbergiodendron";"";"Rubiaceae";"P"
734903;"Rosenbergiodendron densiflorum";"";"Rubiaceae";"P"
447555;"Rosenbergiodendron formosum";"";"Rubiaceae";"A"
734904;"Rosenbergiodendron longiflorum";"";"Rubiaceae";"P"
730851;"Sphinctanthus";"";"Rubiaceae";"Q"
734933;"Sphinctanthus maculatus";"";"Rubiaceae";"Q"
735511;"Sphinctanthus striiflorus";"";"Rubiaceae";"Q"
730852;"Tocoyena";"";"Rubiaceae";"P"
734934;"Tocoyena guianensis";"";"Rubiaceae";"P"
734935;"Tocoyena longiflora";"";"Rubiaceae";"E"
887380;"Ixoreae";"";"Rubiaceae";"P"
445933;"Ixora";"Ixora";"Rubiaceae";"P"
734783;"Ixora acuminatissima";"";"Rubiaceae";"Q"
734784;"Ixora aluminicola";"";"Rubiaceae";"S"
671817;"Ixora aoupinieensis";"";"Rubiaceae";"A"
976125;"Ixora borboniae";"";"Rubiaceae";"A"
447499;"Ixora brevipedunculata";"";"Rubiaceae";"A"
671627;"Ixora buxina";"";"Rubiaceae";"A"
447500;"Ixora casei";"Ixora";"Rubiaceae";"M"
672250;"Ixora cauliflora";"";"Rubiaceae";"A"
673485;"Ixora cauliflora var. cauliflora";"";"Rubiaceae";"A"
674327;"Ixora cauliflora var. graciliflora";"";"Rubiaceae";"A"
447501;"Ixora chinensis";"Ixora";"Rubiaceae";"M"
672093;"Ixora clarae";"";"Rubiaceae";"A"
447502;"Ixora coccinea";"Hortensia du Japon";"Rubiaceae";"I"
672251;"Ixora collina";"";"Rubiaceae";"A"
673487;"Ixora collina var. collina";"";"Rubiaceae";"A"
673486;"Ixora collina var. minor";"";"Rubiaceae";"A"
671495;"Ixora comptonii";"";"Rubiaceae";"A"
734785;"Ixora davisii";"";"Rubiaceae";"S"
671496;"Ixora dzumacensis";"";"Rubiaceae";"A"
671897;"Ixora elisae";"";"Rubiaceae";"A"
629945;"Ixora ferrea";"";"Rubiaceae";"Q"
447503;"Ixora finlaysoniana";"";"Rubiaceae";"M"
448447;"Ixora foetida";"";"Rubiaceae";"A"
672252;"Ixora francii";"";"Rubiaceae";"A"
673488;"Ixora francii var. francii";"";"Rubiaceae";"A"
673689;"Ixora francii var. angustifolia";"";"Rubiaceae";"A"
761707;"Ixora graciliflora";"";"Rubiaceae";"S"
734786;"Ixora intensa";"";"Rubiaceae";"Q"
671823;"Ixora ixoroides";"";"Rubiaceae";"A"
774429;"Ixora jourdanii";"";"Rubiaceae";"A"
672191;"Ixora kuakuensis";"";"Rubiaceae";"A"
671497;"Ixora lecardii";"";"Rubiaceae";"A"
671498;"Ixora longiloba";"";"Rubiaceae";"A"
671822;"Ixora margaretiae";"";"Rubiaceae";"A"
447505;"Ixora marquesensis";"";"Rubiaceae";"A"
447506;"Ixora mooreensis";"";"Rubiaceae";"A"
672253;"Ixora oligantha";"";"Rubiaceae";"A"
673489;"Ixora oligantha var. oligantha";"";"Rubiaceae";"A"
674328;"Ixora oligantha var. opuloides";"";"Rubiaceae";"A"
447508;"Ixora ooumuensis";"";"Rubiaceae";"A"
448351;"Ixora orohenensis";"";"Rubiaceae";"A"
971484;"Ixora panurensis";"";"Rubiaceae";"D"
629950;"Ixora pavetta";"";"Rubiaceae";"D"
734787;"Ixora piresii";"";"Rubiaceae";"S"
734789;"Ixora pubescens";"";"Rubiaceae";"P"
447509;"Ixora raiateensis";"";"Rubiaceae";"A"
447510;"Ixora raivavaensis";"";"Rubiaceae";"A"
672216;"Ixora schlechteri";"";"Rubiaceae";"A"
734790;"Ixora schomburgkiana";"";"Rubiaceae";"D"
447511;"Ixora setchellii";"";"Rubiaceae";"A"
447512;"Ixora spathoidea";"";"Rubiaceae";"A"
989312;"Ixora spruceana";"";"Rubiaceae";"Q"
447513;"Ixora st.-johnii";"";"Rubiaceae";"A"
447514;"Ixora stokesii";"";"Rubiaceae";"A"
774435;"Ixora tahuataensis";"";"Rubiaceae";"A"
447515;"Ixora temehaniensis";"";"Rubiaceae";"A"
774436;"Ixora uahukaensis";"";"Rubiaceae";"A"
774437;"Ixora uapouensis";"";"Rubiaceae";"A"
734791;"Ixora ulei";"";"Rubiaceae";"P"
734792;"Ixora versteegii";"";"Rubiaceae";"S"
671499;"Ixora vieillardii";"";"Rubiaceae";"A"
671500;"Ixora yaouhensis";"";"Rubiaceae";"A"
707202;"Myonima obovata var. obovata";"Prune, Bois de buis, Bois de prune marron, Bois de prune sauvage, Bois de rat, Petit bois de pintade, Prune rat, Prunier sauvage";"Rubiaceae";"A"
707157;"Myonima obovata var. longifolia";"Prune, Bois de buis, Bois de prune marron, Bois de prune sauvage, Bois de rat, Petit bois de pintade, Prune rat, Prunier sauvage";"Rubiaceae";"A"
887379;"Mussaendeae";"";"Rubiaceae";"P"
1000562;"Bremeria landia";"";"Rubiaceae";"A"
1000565;"Bremeria landia var. landia";"";"Rubiaceae";"A"
1000563;"Bremeria landia var. holosericea";"";"Rubiaceae";"A"
445935;"Mussaenda";"Mussænda";"Rubiaceae";"M"
448288;"Mussaenda erythrophylla";"Sang des Achantis";"Rubiaceae";"M"
770956;"Mussaenda incana";"";"Rubiaceae";"M"
447519;"Mussaenda philippica";"";"Rubiaceae";"M"
809263;"Cremaspora triflora subsp. comorensis";"";"Rubiaceae";"A"
705255;"Fernelia";"Fernel, Bois de buis, Bois de balai, Fernélie";"Rubiaceae";"A"
710399;"Fernelia buxifolia";"Fernel à feuilles de buis, Bois de balai, Bois de buis, Faux buis, Petit quivi";"Rubiaceae";"A"
706287;"Fernelia pedunculata";"Fernel pédonculé, Bois de buis, Bois à fièvre, Petit quivi";"Rubiaceae";"A"
671706;"Tarenna hexamera";"";"Rubiaceae";"A"
671707;"Tarenna ignambiensis";"";"Rubiaceae";"A"
671708;"Tarenna lifouana";"";"Rubiaceae";"A"
671709;"Tarenna microcarpa";"";"Rubiaceae";"A"
671710;"Tarenna rhypalostigma";"";"Rubiaceae";"A"
672302;"Tarenna truncatocalyx";"";"Rubiaceae";"A"
673725;"Tarenna truncatocalyx var. truncatocalyx";"";"Rubiaceae";"A"
673724;"Tarenna truncatocalyx var. artensis";"";"Rubiaceae";"A"
671711;"Tarenna unioensis";"";"Rubiaceae";"A"
671712;"Tarenna verticillata";"";"Rubiaceae";"A"
887375;"Posoquerieae";"";"Rubiaceae";"P"
445942;"Posoqueria";"";"Rubiaceae";"P"
447532;"Posoqueria latifolia";"Café de Panamá";"Rubiaceae";"P"
740775;"Posoqueria latifolia subsp. latifolia";"";"Rubiaceae";"P"
740772;"Posoqueria latifolia subsp. gracilis";"";"Rubiaceae";"P"
734829;"Posoqueria longiflora";"";"Rubiaceae";"P"
734830;"Posoqueria panamensis";"";"Rubiaceae";"P"
887373;"Sabiceeae";"";"Rubiaceae";"P"
628203;"Sabicea";"";"Rubiaceae";"P"
734920;"Sabicea amazonensis";"";"Rubiaceae";"Q"
630587;"Sabicea aspera";"";"Rubiaceae";"P"
887817;"Sabicea aspera var. aspera";"";"Rubiaceae";"P"
769478;"Sabicea aspera var. glabrescens";"";"Rubiaceae";"P"
734921;"Sabicea cinerea";"";"Rubiaceae";"S"
887787;"Sabicea subg. Sabicea";"";"Rubiaceae";"P"
887790;"Sabicea mollissima";"";"Rubiaceae";"S"
887806;"Sabicea novogranatensis";"";"Rubiaceae";"Q"
734923;"Sabicea oblongifolia";"";"Rubiaceae";"P"
735506;"Sabicea panamensis";"";"Rubiaceae";"Q"
734924;"Sabicea paraensis";"";"Rubiaceae";"P"
887808;"Sabicea velutina";"";"Rubiaceae";"Q"
735507;"Sabicea villosa";"";"Rubiaceae";"P"
741607;"Sabicea villosa var. villosa";"";"Rubiaceae";"P"
741661;"Sabicea villosa var. adpressa";"";"Rubiaceae";"P"
887826;"Sabicea villosa var. sellowii";"";"Rubiaceae";"P"
887374;"Sipaneeae";"";"Rubiaceae";"P"
730870;"Neobertiera";"";"Rubiaceae";"S"
888078;"Neobertiera gracilis";"";"Rubiaceae";"Q"
839019;"Neobertiera micrantha";"";"Rubiaceae";"E"
913184;"Neobertiera palustris";"";"Rubiaceae";"E"
628205;"Sipanea";"";"Rubiaceae";"P"
734928;"Sipanea biflora";"";"Rubiaceae";"P"
735509;"Sipanea hispida";"";"Rubiaceae";"D"
888106;"Sipanea sect. Sipanea";"";"Rubiaceae";"P"
888107;"Sipanea sect. Virecta";"";"Rubiaceae";"P"
888108;"Sipanea subsect. Cryptotricha";"";"Rubiaceae";"P"
888109;"Sipanea subsect. Nudae";"";"Rubiaceae";"S"
888110;"Sipanea subsect. Sipanea";"";"Rubiaceae";"P"
734929;"Sipanea ovalifolia";"";"Rubiaceae";"S"
741608;"Sipanea ovalifolia var. ovalifolia";"";"Rubiaceae";"S"
741611;"Sipanea ovalifolia var. villosissima";"";"Rubiaceae";"E"
630676;"Sipanea pratensis";"";"Rubiaceae";"P"
741614;"Sipanea pratensis var. pratensis";"";"Rubiaceae";"S"
741613;"Sipanea pratensis var. dichotoma";"";"Rubiaceae";"P"
735510;"Sipanea stahelii";"";"Rubiaceae";"S"
734930;"Sipanea wilson-brownei";"";"Rubiaceae";"S"
887383;"Vanguerieae";"";"Rubiaceae";"M"
671470;"Cyclophyllum baladense";"";"Rubiaceae";"A"
671471;"Cyclophyllum balansae";"";"Rubiaceae";"A"
672474;"Cyclophyllum calyculatum";"";"Rubiaceae";"A"
671472;"Cyclophyllum cardiocarpum";"";"Rubiaceae";"A"
671474;"Cyclophyllum deplanchei";"";"Rubiaceae";"A"
671821;"Cyclophyllum fragrans";"";"Rubiaceae";"A"
830193;"Cyclophyllum guillauminianum";"";"Rubiaceae";"A"
671476;"Cyclophyllum henriettae";"";"Rubiaceae";"A"
671477;"Cyclophyllum jasminifolium";"";"Rubiaceae";"A"
830196;"Cyclophyllum letocartiorum";"";"Rubiaceae";"A"
830198;"Cyclophyllum macphersonii";"";"Rubiaceae";"A"
830197;"Cyclophyllum memaoyaense";"";"Rubiaceae";"A"
671478;"Cyclophyllum merrillianum";"";"Rubiaceae";"A"
671479;"Cyclophyllum pancheri";"";"Rubiaceae";"A"
830195;"Cyclophyllum pindaiense";"";"Rubiaceae";"A"
672185;"Cyclophyllum sagittatum";"";"Rubiaceae";"A"
671480;"Cyclophyllum subalatum";"";"Rubiaceae";"A"
671481;"Cyclophyllum tenuipes";"";"Rubiaceae";"A"
830194;"Cyclophyllum tieaense";"";"Rubiaceae";"A"
830158;"Cyclophyllum tiebaghiense";"";"Rubiaceae";"A"
807467;"Peponidium ovato-oblongum";"";"Rubiaceae";"A"
807468;"Peponidium venulosum";"";"Rubiaceae";"A"
671701;"Psydrax paradoxa";"";"Rubiaceae";"A"
710407;"Pyrostria commersonii";"Pyrostre de Commerson, Bois mussard";"Rubiaceae";"A"
807497;"Pyrostria heliconioides";"Pyrostrie héliconoide";"Rubiaceae";"A"
706744;"Pyrostria orbicularis";"Pyrostre orbiculaire, Bois mussard";"Rubiaceae";"A"
445955;"Vangueria";"";"Rubiaceae";"M"
447563;"Vangueria madagascariensis";"Vavangue";"Rubiaceae";"M"
887350;"Rubioideae";"Rubioïdées";"Rubiaceae";"P"
447479;"Coprosma cookei";"";"Rubiaceae";"A"
447480;"Coprosma esulcata";"";"Rubiaceae";"A"
773985;"Coprosma fatuhivaensis";"";"Rubiaceae";"A"
773986;"Coprosma meyeri";"";"Rubiaceae";"A"
447481;"Coprosma nephelephila";"";"Rubiaceae";"A"
447482;"Coprosma orohenensis";"";"Rubiaceae";"A"
447483;"Coprosma rapensis";"";"Rubiaceae";"A"
448699;"Coprosma rapensis var. rapensis";"";"Rubiaceae";"A"
448698;"Coprosma rapensis var. mangarevica";"";"Rubiaceae";"A"
447484;"Coprosma reticulata";"";"Rubiaceae";"A"
447485;"Coprosma setosa";"";"Rubiaceae";"A"
448238;"Coprosma taitensis";"";"Rubiaceae";"A"
448703;"Coprosma taitensis var. taitensis";"";"Rubiaceae";"A"
971579;"Coprosma taitensis var. genuina";"";"Rubiaceae";"A"
448700;"Coprosma taitensis var. glabrata";"";"Rubiaceae";"A"
448701;"Coprosma taitensis var. oliveri";"";"Rubiaceae";"A"
448702;"Coprosma taitensis var. raiateensis";"";"Rubiaceae";"A"
773987;"Coprosma temetiuensis";"";"Rubiaceae";"A"
448434;"Coprosma velutina";"";"Rubiaceae";"A"
672702;"Normandia";"";"Rubiaceae";"A"
674449;"Normandia neocaledonica";"";"Rubiaceae";"A"
887355;"Coussareeae";"";"Rubiaceae";"P"
730875;"Coccocypselum";"";"Rubiaceae";"P"
734717;"Coccocypselum aureum";"";"Rubiaceae";"Q"
734718;"Coccocypselum guianense";"";"Rubiaceae";"P"
887644;"Coccocypselum herbaceum";"";"Rubiaceae";"Q"
734719;"Coccocypselum hirsutum";"";"Rubiaceae";"Q"
730861;"Coussarea";"";"Rubiaceae";"P"
887704;"Coussarea albescens";"";"Rubiaceae";"P"
779660;"Coussarea ampla";"";"Rubiaceae";"D"
735499;"Coussarea grandis";"";"Rubiaceae";"D"
734723;"Coussarea granvillei";"";"Rubiaceae";"E"
734724;"Coussarea hallei";"";"Rubiaceae";"E"
735500;"Coussarea hirticalyx";"";"Rubiaceae";"Q"
887742;"Coussarea ilheotica";"";"Rubiaceae";"Q"
734725;"Coussarea leptoloba";"";"Rubiaceae";"Q"
887740;"Coussarea leptophragma";"";"Rubiaceae";"Q"
887748;"Coussarea longiflora";"";"Rubiaceae";"Q"
887581;"Coussarea lutea";"";"Rubiaceae";"S"
734728;"Coussarea micrococca";"";"Rubiaceae";"S"
734729;"Coussarea paniculata";"";"Rubiaceae";"P"
887739;"Coussarea schomburgkiana";"";"Rubiaceae";"Q"
779485;"Coussarea spicata";"";"Rubiaceae";"E"
734731;"Coussarea violacea";"";"Rubiaceae";"S"
730857;"Declieuxia";"";"Rubiaceae";"Q"
734732;"Declieuxia fruticosa";"";"Rubiaceae";"Q"
628185;"Faramea";"";"Rubiaceae";"P"
1006691;"Coussarea machadoana";"";"Rubiaceae";"Q"
734745;"Faramea anisocalyx";"";"Rubiaceae";"Q"
1006387;"Faramea bracteata";"";"Rubiaceae";"P"
734746;"Faramea calyciflora";"";"Rubiaceae";"Q"
734747;"Faramea capillipes";"";"Rubiaceae";"P"
734748;"Faramea corymbosa";"";"Rubiaceae";"P"
734750;"Faramea fanshawei";"";"Rubiaceae";"Q"
734751;"Faramea guianensis";"";"Rubiaceae";"S"
734752;"Faramea irwinii";"";"Rubiaceae";"S"
1006022;"Faramea sect. Faramea";"";"Rubiaceae";"P"
1006024;"Faramea sect. Hypochasma";"";"Rubiaceae";"P"
1006025;"Faramea sect. Tetramerium";"";"Rubiaceae";"P"
887690;"Faramea juruana";"";"Rubiaceae";"Q"
734753;"Faramea lourteigiana";"";"Rubiaceae";"S"
734754;"Faramea multiflora";"";"Rubiaceae";"P"
629730;"Faramea occidentalis";"";"Rubiaceae";"P"
734755;"Faramea paniculata";"";"Rubiaceae";"S"
779486;"Faramea pedunculata";"";"Rubiaceae";"S"
887559;"Faramea phaneroura";"";"Rubiaceae";"P"
1006026;"Faramea polytriadophora";"";"Rubiaceae";"D"
734756;"Faramea quadricostata";"";"Rubiaceae";"S"
734757;"Faramea quinqueflora";"";"Rubiaceae";"P"
1006507;"Faramea sessifolia";"";"Rubiaceae";"Q"
734758;"Faramea sessiliflora";"";"Rubiaceae";"P"
734759;"Faramea sessilifolia";"";"Rubiaceae";"D"
735501;"Faramea tinguana";"";"Rubiaceae";"P"
887552;"Faramea torquata";"";"Rubiaceae";"P"
807294;"Danais comorensis";"";"Rubiaceae";"A"
887357;"Gaertnereae";"";"Rubiaceae";"P"
706308;"Gaertnera vaginata";"Gærtnère à gaines, Losto café, Bois café, Bois de cochon, Bois de merle, Bois fleur d'oranger, Lousteau café, Mussaenda";"Rubiaceae";"A"
730860;"Pagamea";"";"Rubiaceae";"P"
734809;"Pagamea guianensis";"";"Rubiaceae";"P"
741589;"Pagamea guianensis var. guianensis";"";"Rubiaceae";"P"
445940;"Pentas";"Pentas";"Rubiaceae";"M"
447531;"Pentas lanceolata";"Pentas lancéolé";"Rubiaceae";"M"
887353;"Lasiantheae";"";"Rubiaceae";"P"
730874;"Ronabea";"";"Rubiaceae";"P"
761746;"Ronabea latifolia";"";"Rubiaceae";"P"
807522;"Saldinia boiviniana";"";"Rubiaceae";"A"
887356;"Morindeae";"";"Rubiaceae";"P"
779481;"Appunia";"";"Rubiaceae";"P"
769115;"Appunia brachycalyx";"";"Rubiaceae";"S"
769116;"Appunia tenuiflora";"";"Rubiaceae";"S"
673483;"Coelospermum balansanum";"";"Rubiaceae";"A"
673484;"Coelospermum crassifolium";"";"Rubiaceae";"A"
830121;"Coelospermum fragrans";"";"Rubiaceae";"A"
1008054;"Coelospermum nomac";"";"Rubiaceae";"A"
830308;"Gynochthodes artensis";"";"Rubiaceae";"A"
673974;"Gynochthodes billardierei";"";"Rubiaceae";"A"
673975;"Gynochthodes candollei";"";"Rubiaceae";"A"
673976;"Gynochthodes collina";"";"Rubiaceae";"A"
673977;"Gynochthodes decipiens";"";"Rubiaceae";"A"
673978;"Gynochthodes deplanchei";"";"Rubiaceae";"A"
673980;"Gynochthodes glaucescens";"";"Rubiaceae";"A"
673981;"Gynochthodes kanalensis";"";"Rubiaceae";"A"
673983;"Gynochthodes montana";"";"Rubiaceae";"A"
673985;"Gynochthodes neocaledonica";"";"Rubiaceae";"A"
673986;"Gynochthodes phyllireoides";"";"Rubiaceae";"A"
673987;"Gynochthodes truncata";"";"Rubiaceae";"A"
445934;"Morinda";"Morinde, Morinda";"Rubiaceae";"I"
447516;"Morinda citrifolia";"Nono, Pomme-chien, Morindier";"Rubiaceae";"I"
447522;"Ophiorrhiza nelsonii";"";"Rubiaceae";"A"
447523;"Ophiorrhiza orofenensis";"";"Rubiaceae";"A"
447524;"Ophiorrhiza platycarpa";"";"Rubiaceae";"A"
447525;"Ophiorrhiza scorpioidea";"";"Rubiaceae";"A"
447526;"Ophiorrhiza setosa";"";"Rubiaceae";"A"
447527;"Ophiorrhiza solanderi";"";"Rubiaceae";"A"
447528;"Ophiorrhiza subumbellata";"";"Rubiaceae";"A"
447529;"Ophiorrhiza tahitensis";"";"Rubiaceae";"A"
807449;"Paederia ntiti";"";"Rubiaceae";"A"
887359;"Palicoureeae";"";"Rubiaceae";"P"
779483;"Carapichea";"";"Rubiaceae";"P"
839086;"Carapichea adinantha";"";"Rubiaceae";"P"
1014056;"Carapichea galbaoensis";"";"Rubiaceae";"S"
769154;"Carapichea guianensis";"";"Rubiaceae";"S"
779484;"Carapichea ligularis";"";"Rubiaceae";"P"
1014055;"Carapichea squamelligera";"";"Rubiaceae";"E"
706036;"Chassalia bosseri";"Chassalie de Bosser";"Rubiaceae";"A"
807245;"Chassalia comorensis";"";"Rubiaceae";"A"
706038;"Chassalia corallioides";"Chassalie bois de corail, Bois de corail, Bois de lousteau, Bois de lousteau corail ; Gros bois cassant bleu";"Rubiaceae";"A"
706039;"Chassalia gaertneroides";"Chassalie fausse-gaertnérie, Bois de lousteau, Bois de merle, Gros bois cassant bleu";"Rubiaceae";"A"
839033;"Eumachia";"";"Rubiaceae";"P"
839037;"Eumachia astrellantha";"";"Rubiaceae";"P"
839038;"Eumachia boliviana";"";"Rubiaceae";"P"
884062;"Eumachia collina";"";"Rubiaceae";"A"
839044;"Eumachia deinocalyx";"";"Rubiaceae";"P"
839046;"Eumachia guianensis";"";"Rubiaceae";"P"
839050;"Eumachia kappleri";"";"Rubiaceae";"P"
884067;"Eumachia lyciiflora";"";"Rubiaceae";"A"
884061;"Eumachia microdon";"";"Rubiaceae";"A"
884068;"Eumachia oleoides";"";"Rubiaceae";"A"
839055;"Eumachia podocephala";"";"Rubiaceae";"Q"
839065;"Eumachia wilhelminensis";"";"Rubiaceae";"D"
445930;"Geophila";"";"Rubiaceae";"P"
734763;"Geophila cordifolia";"";"Rubiaceae";"P"
741584;"Geophila cordifolia var. cordifolia";"";"Rubiaceae";"P"
735502;"Geophila gracilis";"";"Rubiaceae";"D"
447490;"Geophila repens";"";"Rubiaceae";"P"
734764;"Geophila tenuis";"";"Rubiaceae";"S"
628285;"Notopleura";"";"Rubiaceae";"P"
734804;"Notopleura anomothyrsa";"";"Rubiaceae";"Q"
887752;"Notopleura subg. Notopleura";"";"Rubiaceae";"P"
887755;"Notopleura subg. Viscagoga";"";"Rubiaceae";"P"
887452;"Notopleura lateralis";"";"Rubiaceae";"E"
734805;"Notopleura macrophylla";"";"Rubiaceae";"Q"
734806;"Notopleura microbracteata";"";"Rubiaceae";"E"
887757;"Notopleura multiramosa";"";"Rubiaceae";"D"
887774;"Notopleura parasitica";"";"Rubiaceae";"P"
734807;"Notopleura saulensis";"";"Rubiaceae";"E"
734808;"Notopleura tapajozensis";"";"Rubiaceae";"Q"
630961;"Notopleura uliginosa";"";"Rubiaceae";"P"
628198;"Palicourea";"";"Rubiaceae";"P"
887516;"Palicourea acuminata";"";"Rubiaceae";"P"
887460;"Palicourea alba";"";"Rubiaceae";"P"
887484;"Palicourea alloantha";"";"Rubiaceae";"E"
734810;"Palicourea amapaensis";"";"Rubiaceae";"P"
1005829;"Palicourea amita";"";"Rubiaceae";"Q"
887485;"Palicourea apoda";"";"Rubiaceae";"P"
887528;"Palicourea aubletii";"";"Rubiaceae";"P"
892480;"Palicourea aurantiosplendens";"";"Rubiaceae";"E"
887511;"Palicourea axillaris";"";"Rubiaceae";"Q"
975808;"Palicourea berteroana";"";"Rubiaceae";"A"
887529;"Palicourea bostrychothyrsus";"";"Rubiaceae";"S"
887486;"Palicourea bracteocardia";"";"Rubiaceae";"P"
887464;"Palicourea callithrix";"";"Rubiaceae";"P"
734812;"Palicourea calophylla";"";"Rubiaceae";"P"
887465;"Palicourea campyloneura";"";"Rubiaceae";"P"
887498;"Palicourea cardiomorpha";"";"Rubiaceae";"Q"
887487;"Palicourea colorata";"";"Rubiaceae";"P"
734813;"Palicourea corymbifera";"";"Rubiaceae";"P"
630289;"Palicourea crocea";"";"Rubiaceae";"P"
635267;"Palicourea croceoides";"";"Rubiaceae";"P"
887488;"Palicourea cypellantha";"";"Rubiaceae";"E"
887461;"Palicourea debilis";"";"Rubiaceae";"P"
887530;"Palicourea deflexa";"";"Rubiaceae";"P"
887466;"Palicourea dichotoma";"";"Rubiaceae";"P"
887517;"Palicourea didymocarpos";"";"Rubiaceae";"P"
1005922;"Palicourea diminuta";"";"Rubiaceae";"P"
769337;"Palicourea divaricata";"";"Rubiaceae";"Q"
635268;"Palicourea domingensis";"";"Rubiaceae";"A"
887513;"Palicourea ernestii";"";"Rubiaceae";"Q"
887438;"Palicourea fastigiata";"";"Rubiaceae";"D"
1005830;"Palicourea fissistipula";"";"Rubiaceae";"Q"
887467;"Palicourea glabra";"";"Rubiaceae";"P"
887468;"Palicourea gracilenta";"";"Rubiaceae";"P"
734815;"Palicourea grandiflora";"";"Rubiaceae";"D"
887489;"Palicourea granvillei";"";"Rubiaceae";"E"
734816;"Palicourea guianensis";"";"Rubiaceae";"P"
887469;"Palicourea hirta";"";"Rubiaceae";"S"
887470;"Palicourea hoffmannseggiana";"";"Rubiaceae";"P"
887473;"Palicourea iodotricha";"";"Rubiaceae";"P"
734817;"Palicourea irwinii";"";"Rubiaceae";"D"
887502;"Palicourea sect. Axillares";"";"Rubiaceae";"Q"
887497;"Palicourea sect. Cordifoliae";"";"Rubiaceae";"Q"
887406;"Palicourea sect. Corymbiferae";"";"Rubiaceae";"P"
887405;"Palicourea sect. Crocothyrsae";"";"Rubiaceae";"P"
887499;"Palicourea sect. Didymocarpae";"";"Rubiaceae";"P"
887404;"Palicourea sect. Grandiflorae";"";"Rubiaceae";"P"
887417;"Palicourea sect. Heteropsychotria";"";"Rubiaceae";"P"
887483;"Palicourea sect. Neocephaëlis";"";"Rubiaceae";"P"
887428;"Palicourea sect. Nonatelia";"";"Rubiaceae";"P"
887397;"Palicourea sect. Palicourea";"";"Rubiaceae";"P"
887500;"Palicourea sect. Potaroenses";"";"Rubiaceae";"P"
887458;"Palicourea sect. Pseudocephaëlis";"";"Rubiaceae";"P"
951398;"Palicourea sect. Psychotrioides";"";"Rubiaceae";"Q"
887504;"Palicourea sect. Tricephalium";"";"Rubiaceae";"P"
887416;"Palicourea subg. Heteropsychotria";"";"Rubiaceae";"P"
887396;"Palicourea subg. Palicourea";"";"Rubiaceae";"P"
887512;"Palicourea jenmanii";"";"Rubiaceae";"S"
887474;"Palicourea justiciifolia";"";"Rubiaceae";"P"
734818;"Palicourea longiflora";"";"Rubiaceae";"P"
734819;"Palicourea longistipulata";"";"Rubiaceae";"P"
740769;"Palicourea longistipulata subsp. chrysorrhachis";"";"Rubiaceae";"S"
1005831;"Palicourea mamillaris";"";"Rubiaceae";"Q"
734820;"Palicourea marcgravii";"";"Rubiaceae";"D"
887531;"Palicourea microbotrys";"";"Rubiaceae";"P"
887491;"Palicourea muscosa";"";"Rubiaceae";"P"
887435;"Palicourea nigricans";"";"Rubiaceae";"Q"
915366;"Palicourea obliquinervia";"";"Rubiaceae";"P"
887492;"Palicourea oblonga";"";"Rubiaceae";"P"
1005672;"Palicourea octocuspis";"";"Rubiaceae";"P"
951385;"Palicourea paniculata";"";"Rubiaceae";"Q"
887506;"Palicourea potaroensis";"";"Rubiaceae";"Q"
887478;"Palicourea prancei";"";"Rubiaceae";"P"
887479;"Palicourea pseudinundata";"";"Rubiaceae";"S"
887532;"Palicourea pullei";"";"Rubiaceae";"S"
734822;"Palicourea quadrifolia";"";"Rubiaceae";"P"
740770;"Palicourea quadrifolia subsp. quadrifolia";"";"Rubiaceae";"P"
